mes,anio,tipo_siniestro,siniestros
ENERO,2007,ATROPELLO,21
ENERO,2007,ATROPELLO Y FUGA,5
ENERO,2007,CHOQUE,60
ENERO,2007,DESPISTE,46
ENERO,2007,INCENDIO DE VEHÍCULO,0
ENERO,2007,VOLCADURA,4
ENERO,2007,OTROS,6
ENERO,2008,ATROPELLO,11
ENERO,2008,ATROPELLO Y FUGA,7
ENERO,2008,CHOQUE,95
ENERO,2008,DESPISTE,82
ENERO,2008,INCENDIO DE VEHÍCULO,0
ENERO,2008,VOLCADURA,1
ENERO,2008,OTROS,9
ENERO,2009,ATROPELLO,18
ENERO,2009,ATROPELLO Y FUGA,6
ENERO,2009,CHOQUE,100
ENERO,2009,DESPISTE,67
ENERO,2009,INCENDIO DE VEHÍCULO,0
ENERO,2009,VOLCADURA,3
ENERO,2009,OTROS,6
ENERO,2010,ATROPELLO,10
ENERO,2010,ATROPELLO Y FUGA,4
ENERO,2010,CAIDA DE PASAJERO,0
ENERO,2010,CHOQUE,75
ENERO,2010,CHOQUE Y FUGA,0
ENERO,2010,DESPISTE,75
ENERO,2010,INCENDIO DE VEHÍCULO,0
ENERO,2010,VOLCADURA,11
ENERO,2010,ESPECIAL,9
ENERO,2010,OTROS,0
ENERO,2011,ATROPELLO,16
ENERO,2011,ATROPELLO Y FUGA,4
ENERO,2011,CAIDA DE PASAJERO,0
ENERO,2011,CHOQUE,93
ENERO,2011,CHOQUE Y FUGA,0
ENERO,2011,DESPISTE,77
ENERO,2011,INCENDIO DE VEHÍCULO,0
ENERO,2011,VOLCADURA,4
ENERO,2011,ESPECIAL,5
ENERO,2011,OTROS,0
ENERO,2012,ATROPELLO,19
ENERO,2012,ATROPELLO Y FUGA,12
ENERO,2012,CAIDA DE PASAJERO,0
ENERO,2012,CHOQUE,102
ENERO,2012,CHOQUE Y FUGA,0
ENERO,2012,DESPISTE,92
ENERO,2012,INCENDIO DE VEHÍCULO,0
ENERO,2012,VOLCADURA,7
ENERO,2012,ESPECIAL,10
ENERO,2012,OTROS,0
ENERO,2013,ATROPELLO,9
ENERO,2013,ATROPELLO Y FUGA,4
ENERO,2013,CAIDA DE PASAJERO,0
ENERO,2013,CHOQUE,68
ENERO,2013,CHOQUE Y FUGA,0
ENERO,2013,DESPISTE,92
ENERO,2013,INCENDIO DE VEHÍCULO,0
ENERO,2013,VOLCADURA,9
ENERO,2013,ESPECIAL,4
ENERO,2013,OTROS,0
ENERO,2014,ATROPELLO,10
ENERO,2014,ATROPELLO Y FUGA,7
ENERO,2014,CAIDA DE PASAJERO,0
ENERO,2014,CHOQUE,116
ENERO,2014,CHOQUE Y FUGA,0
ENERO,2014,DESPISTE,113
ENERO,2014,INCENDIO DE VEHÍCULO,0
ENERO,2014,VOLCADURA,9
ENERO,2014,ESPECIAL,7
ENERO,2014,OTROS,0
ENERO,2015,ATROPELLO,14
ENERO,2015,ATROPELLO Y FUGA,1
ENERO,2015,CAIDA DE PASAJERO,0
ENERO,2015,CHOQUE,99
ENERO,2015,CHOQUE Y FUGA,0
ENERO,2015,DESPISTE,95
ENERO,2015,INCENDIO DE VEHÍCULO,0
ENERO,2015,VOLCADURA,8
ENERO,2015,ESPECIAL,4
ENERO,2015,OTROS,0
ENERO,2016,ATROPELLO,12
ENERO,2016,ATROPELLO Y FUGA,5
ENERO,2016,CAIDA DE PASAJERO,0
ENERO,2016,CHOQUE,110
ENERO,2016,CHOQUE Y FUGA,0
ENERO,2016,DESPISTE,116
ENERO,2016,INCENDIO DE VEHÍCULO,0
ENERO,2016,VOLCADURA,9
ENERO,2016,ESPECIAL,8
ENERO,2016,OTROS,0
ENERO,2017,ATROPELLO,12
ENERO,2017,ATROPELLO Y FUGA,9
ENERO,2017,CAIDA DE PASAJERO,0
ENERO,2017,CHOQUE,154
ENERO,2017,CHOQUE Y FUGA,0
ENERO,2017,DESPISTE,168
ENERO,2017,INCENDIO DE VEHÍCULO,0
ENERO,2017,VOLCADURA,6
ENERO,2017,ESPECIAL,11
ENERO,2017,OTROS,0
ENERO,2018,ATROPELLO,12
ENERO,2018,ATROPELLO Y FUGA,8
ENERO,2018,CAIDA,0
ENERO,2018,CHOQUE,122
ENERO,2018,CHOQUE Y ATROPELLO,0
ENERO,2018,CHOQUE Y FUGA,0
ENERO,2018,COLISIÓN,0
ENERO,2018,COLISIÓN Y FUGA,0
ENERO,2018,DESPISTE,118
ENERO,2018,DESPISTE Y VOLCADURA,0
ENERO,2018,INCENDIO DE VEHÍCULO,0
ENERO,2018,VOLCADURA,3
ENERO,2018,OTROS,4
ENERO,2019,ATROPELLO,21
ENERO,2019,ATROPELLO Y FUGA,9
ENERO,2019,CAIDA,4
ENERO,2019,CHOQUE,179
ENERO,2019,CHOQUE Y ATROPELLO,3
ENERO,2019,CHOQUE Y FUGA,0
ENERO,2019,COLISIÓN,0
ENERO,2019,COLISIÓN Y FUGA,0
ENERO,2019,DESPISTE,109
ENERO,2019,DESPISTE Y VOLCADURA,57
ENERO,2019,INCENDIO DE VEHÍCULO,2
ENERO,2019,VOLCADURA,5
ENERO,2019,OTROS,0
ENERO,2020,ATROPELLO,12
ENERO,2020,ATROPELLO Y FUGA,6
ENERO,2020,CAIDA,6
ENERO,2020,CHOQUE,153
ENERO,2020,CHOQUE Y ATROPELLO,6
ENERO,2020,CHOQUE Y FUGA,0
ENERO,2020,COLISIÓN,0
ENERO,2020,COLISIÓN Y FUGA,0
ENERO,2020,DESPISTE,152
ENERO,2020,DESPISTE Y VOLCADURA,75
ENERO,2020,INCENDIO DE VEHÍCULO,4
ENERO,2020,VOLCADURA,0
ENERO,2020,OTROS,3
ENERO,2020,ATROPELLO,12
ENERO,2020,ATROPELLO Y FUGA,6
ENERO,2020,CAIDA,6
ENERO,2020,CHOQUE,153
ENERO,2020,CHOQUE Y ATROPELLO,6
ENERO,2020,CHOQUE Y FUGA,0
ENERO,2020,COLISIÓN,0
ENERO,2020,COLISIÓN Y FUGA,0
ENERO,2020,DESPISTE,152
ENERO,2020,DESPISTE Y VOLCADURA,75
ENERO,2020,INCENDIO DE VEHÍCULO,4
ENERO,2020,VOLCADURA,0
ENERO,2020,OTROS,3
ENERO,2021,ATROPELLO,17
ENERO,2021,ATROPELLO Y FUGA,6
ENERO,2021,CAIDA,4
ENERO,2021,CHOQUE,173
ENERO,2021,CHOQUE Y ATROPELLO,0
ENERO,2021,CHOQUE Y FUGA,6
ENERO,2021,COLISIÓN,0
ENERO,2021,COLISIÓN Y FUGA,0
ENERO,2021,DESPISTE,110
ENERO,2021,DESPISTE Y VOLCADURA,77
ENERO,2021,INCENDIO DE VEHÍCULO,4
ENERO,2021,VOLCADURA,0
ENERO,2021,OTROS,4
ENERO,2022,ATROPELLO,14
ENERO,2022,ATROPELLO Y FUGA,2
ENERO,2022,CAIDA DE CARGA,0
ENERO,2022,CAIDA DE PASAJERO,0
ENERO,2022,CAIDA DE PIEDAS,0
ENERO,2022,CHOQUE,207
ENERO,2022,CHOQUE Y ATROPELLO,0
ENERO,2022,CHOQUE Y FUGA,6
ENERO,2022,COLISIÓN,0
ENERO,2022,COLISIÓN Y FUGA,0
ENERO,2022,DESPISTE,123
ENERO,2022,DESPISTE Y VOLCADURA,83
ENERO,2022,INCENDIO DE VEHÍCULO,4
ENERO,2022,VOLCADURA,6
ENERO,2022,OTROS,0
FEBRERO,2007,ATROPELLO,17
FEBRERO,2007,ATROPELLO Y FUGA,13
FEBRERO,2007,CHOQUE,57
FEBRERO,2007,DESPISTE,64
FEBRERO,2007,INCENDIO DE VEHÍCULO,0
FEBRERO,2007,VOLCADURA,8
FEBRERO,2007,OTROS,4
FEBRERO,2008,ATROPELLO,12
FEBRERO,2008,ATROPELLO Y FUGA,9
FEBRERO,2008,CHOQUE,60
FEBRERO,2008,DESPISTE,68
FEBRERO,2008,INCENDIO DE VEHÍCULO,0
FEBRERO,2008,VOLCADURA,4
FEBRERO,2008,OTROS,3
FEBRERO,2009,ATROPELLO,14
FEBRERO,2009,ATROPELLO Y FUGA,8
FEBRERO,2009,CHOQUE,79
FEBRERO,2009,DESPISTE,70
FEBRERO,2009,INCENDIO DE VEHÍCULO,0
FEBRERO,2009,VOLCADURA,5
FEBRERO,2009,OTROS,6
FEBRERO,2010,ATROPELLO,20
FEBRERO,2010,ATROPELLO Y FUGA,8
FEBRERO,2010,CAIDA DE PASAJERO,0
FEBRERO,2010,CHOQUE,102
FEBRERO,2010,CHOQUE Y FUGA,0
FEBRERO,2010,DESPISTE,81
FEBRERO,2010,INCENDIO DE VEHÍCULO,0
FEBRERO,2010,VOLCADURA,8
FEBRERO,2010,ESPECIAL,9
FEBRERO,2010,OTROS,1
FEBRERO,2011,ATROPELLO,9
FEBRERO,2011,ATROPELLO Y FUGA,4
FEBRERO,2011,CAIDA DE PASAJERO,0
FEBRERO,2011,CHOQUE,80
FEBRERO,2011,CHOQUE Y FUGA,0
FEBRERO,2011,DESPISTE,68
FEBRERO,2011,INCENDIO DE VEHÍCULO,0
FEBRERO,2011,VOLCADURA,4
FEBRERO,2011,ESPECIAL,6
FEBRERO,2011,OTROS,0
FEBRERO,2012,ATROPELLO,8
FEBRERO,2012,ATROPELLO Y FUGA,9
FEBRERO,2012,CAIDA DE PASAJERO,0
FEBRERO,2012,CHOQUE,105
FEBRERO,2012,CHOQUE Y FUGA,0
FEBRERO,2012,DESPISTE,90
FEBRERO,2012,INCENDIO DE VEHÍCULO,0
FEBRERO,2012,VOLCADURA,5
FEBRERO,2012,ESPECIAL,5
FEBRERO,2012,OTROS,0
FEBRERO,2013,ATROPELLO,13
FEBRERO,2013,ATROPELLO Y FUGA,3
FEBRERO,2013,CAIDA DE PASAJERO,0
FEBRERO,2013,CHOQUE,111
FEBRERO,2013,CHOQUE Y FUGA,0
FEBRERO,2013,DESPISTE,78
FEBRERO,2013,INCENDIO DE VEHÍCULO,0
FEBRERO,2013,VOLCADURA,3
FEBRERO,2013,ESPECIAL,4
FEBRERO,2013,OTROS,0
FEBRERO,2014,ATROPELLO,8
FEBRERO,2014,ATROPELLO Y FUGA,7
FEBRERO,2014,CAIDA DE PASAJERO,0
FEBRERO,2014,CHOQUE,87
FEBRERO,2014,CHOQUE Y FUGA,0
FEBRERO,2014,DESPISTE,94
FEBRERO,2014,INCENDIO DE VEHÍCULO,0
FEBRERO,2014,VOLCADURA,6
FEBRERO,2014,ESPECIAL,3
FEBRERO,2014,OTROS,0
FEBRERO,2015,ATROPELLO,11
FEBRERO,2015,ATROPELLO Y FUGA,2
FEBRERO,2015,CAIDA DE PASAJERO,0
FEBRERO,2015,CHOQUE,74
FEBRERO,2015,CHOQUE Y FUGA,0
FEBRERO,2015,DESPISTE,86
FEBRERO,2015,INCENDIO DE VEHÍCULO,0
FEBRERO,2015,VOLCADURA,2
FEBRERO,2015,ESPECIAL,4
FEBRERO,2015,OTROS,0
FEBRERO,2016,ATROPELLO,10
FEBRERO,2016,ATROPELLO Y FUGA,8
FEBRERO,2016,CAIDA DE PASAJERO,0
FEBRERO,2016,CHOQUE,104
FEBRERO,2016,CHOQUE Y FUGA,0
FEBRERO,2016,DESPISTE,90
FEBRERO,2016,INCENDIO DE VEHÍCULO,0
FEBRERO,2016,VOLCADURA,6
FEBRERO,2016,ESPECIAL,7
FEBRERO,2016,OTROS,0
FEBRERO,2017,ATROPELLO,17
FEBRERO,2017,ATROPELLO Y FUGA,5
FEBRERO,2017,CAIDA DE PASAJERO,0
FEBRERO,2017,CHOQUE,132
FEBRERO,2017,CHOQUE Y FUGA,0
FEBRERO,2017,DESPISTE,134
FEBRERO,2017,INCENDIO DE VEHÍCULO,0
FEBRERO,2017,VOLCADURA,9
FEBRERO,2017,ESPECIAL,5
FEBRERO,2017,OTROS,0
FEBRERO,2018,ATROPELLO,19
FEBRERO,2018,ATROPELLO Y FUGA,4
FEBRERO,2018,CAIDA,0
FEBRERO,2018,CHOQUE,117
FEBRERO,2018,CHOQUE Y ATROPELLO,0
FEBRERO,2018,CHOQUE Y FUGA,0
FEBRERO,2018,COLISIÓN,0
FEBRERO,2018,COLISIÓN Y FUGA,0
FEBRERO,2018,DESPISTE,143
FEBRERO,2018,DESPISTE Y VOLCADURA,0
FEBRERO,2018,INCENDIO DE VEHÍCULO,0
FEBRERO,2018,VOLCADURA,6
FEBRERO,2018,OTROS,4
FEBRERO,2019,ATROPELLO,16
FEBRERO,2019,ATROPELLO Y FUGA,7
FEBRERO,2019,CAIDA,1
FEBRERO,2019,CHOQUE,162
FEBRERO,2019,CHOQUE Y ATROPELLO,7
FEBRERO,2019,CHOQUE Y FUGA,0
FEBRERO,2019,COLISIÓN,0
FEBRERO,2019,COLISIÓN Y FUGA,0
FEBRERO,2019,DESPISTE,104
FEBRERO,2019,DESPISTE Y VOLCADURA,48
FEBRERO,2019,INCENDIO DE VEHÍCULO,6
FEBRERO,2019,VOLCADURA,7
FEBRERO,2019,OTROS,0
FEBRERO,2020,ATROPELLO,31
FEBRERO,2020,ATROPELLO Y FUGA,5
FEBRERO,2020,CAIDA,1
FEBRERO,2020,CHOQUE,195
FEBRERO,2020,CHOQUE Y ATROPELLO,6
FEBRERO,2020,CHOQUE Y FUGA,0
FEBRERO,2020,COLISIÓN,0
FEBRERO,2020,COLISIÓN Y FUGA,0
FEBRERO,2020,DESPISTE,153
FEBRERO,2020,DESPISTE Y VOLCADURA,71
FEBRERO,2020,INCENDIO DE VEHÍCULO,5
FEBRERO,2020,VOLCADURA,0
FEBRERO,2020,OTROS,4
FEBRERO,2020,ATROPELLO,31
FEBRERO,2020,ATROPELLO Y FUGA,5
FEBRERO,2020,CAIDA,1
FEBRERO,2020,CHOQUE,195
FEBRERO,2020,CHOQUE Y ATROPELLO,6
FEBRERO,2020,CHOQUE Y FUGA,0
FEBRERO,2020,COLISIÓN,0
FEBRERO,2020,COLISIÓN Y FUGA,0
FEBRERO,2020,DESPISTE,153
FEBRERO,2020,DESPISTE Y VOLCADURA,71
FEBRERO,2020,INCENDIO DE VEHÍCULO,5
FEBRERO,2020,VOLCADURA,0
FEBRERO,2020,OTROS,4
FEBRERO,2021,ATROPELLO,6
FEBRERO,2021,ATROPELLO Y FUGA,3
FEBRERO,2021,CAIDA,2
FEBRERO,2021,CHOQUE,118
FEBRERO,2021,CHOQUE Y ATROPELLO,0
FEBRERO,2021,CHOQUE Y FUGA,8
FEBRERO,2021,COLISIÓN,0
FEBRERO,2021,COLISIÓN Y FUGA,0
FEBRERO,2021,DESPISTE,79
FEBRERO,2021,DESPISTE Y VOLCADURA,60
FEBRERO,2021,INCENDIO DE VEHÍCULO,4
FEBRERO,2021,VOLCADURA,0
FEBRERO,2021,OTROS,5
FEBRERO,2022,ATROPELLO,11
FEBRERO,2022,ATROPELLO Y FUGA,9
FEBRERO,2022,CAIDA DE CARGA,1
FEBRERO,2022,CAIDA DE PASAJERO,2
FEBRERO,2022,CAIDA DE PIEDAS,1
FEBRERO,2022,CHOQUE,201
FEBRERO,2022,CHOQUE Y ATROPELLO,0
FEBRERO,2022,CHOQUE Y FUGA,10
FEBRERO,2022,COLISIÓN,0
FEBRERO,2022,COLISIÓN Y FUGA,0
FEBRERO,2022,DESPISTE,114
FEBRERO,2022,DESPISTE Y VOLCADURA,92
FEBRERO,2022,INCENDIO DE VEHÍCULO,4
FEBRERO,2022,VOLCADURA,2
FEBRERO,2022,OTROS,0
MARZO,2007,ATROPELLO,28
MARZO,2007,ATROPELLO Y FUGA,4
MARZO,2007,CHOQUE,76
MARZO,2007,DESPISTE,57
MARZO,2007,INCENDIO DE VEHÍCULO,0
MARZO,2007,VOLCADURA,6
MARZO,2007,OTROS,7
MARZO,2008,ATROPELLO,9
MARZO,2008,ATROPELLO Y FUGA,8
MARZO,2008,CHOQUE,80
MARZO,2008,DESPISTE,58
MARZO,2008,INCENDIO DE VEHÍCULO,0
MARZO,2008,VOLCADURA,5
MARZO,2008,OTROS,1
MARZO,2009,ATROPELLO,8
MARZO,2009,ATROPELLO Y FUGA,7
MARZO,2009,CHOQUE,58
MARZO,2009,DESPISTE,59
MARZO,2009,INCENDIO DE VEHÍCULO,0
MARZO,2009,VOLCADURA,4
MARZO,2009,OTROS,5
MARZO,2010,ATROPELLO,23
MARZO,2010,ATROPELLO Y FUGA,7
MARZO,2010,CAIDA DE PASAJERO,0
MARZO,2010,CHOQUE,78
MARZO,2010,CHOQUE Y FUGA,0
MARZO,2010,DESPISTE,65
MARZO,2010,INCENDIO DE VEHÍCULO,0
MARZO,2010,VOLCADURA,3
MARZO,2010,ESPECIAL,1
MARZO,2010,OTROS,0
MARZO,2011,ATROPELLO,4
MARZO,2011,ATROPELLO Y FUGA,5
MARZO,2011,CAIDA DE PASAJERO,0
MARZO,2011,CHOQUE,72
MARZO,2011,CHOQUE Y FUGA,0
MARZO,2011,DESPISTE,90
MARZO,2011,INCENDIO DE VEHÍCULO,0
MARZO,2011,VOLCADURA,6
MARZO,2011,ESPECIAL,1
MARZO,2011,OTROS,0
MARZO,2012,ATROPELLO,8
MARZO,2012,ATROPELLO Y FUGA,4
MARZO,2012,CAIDA DE PASAJERO,0
MARZO,2012,CHOQUE,75
MARZO,2012,CHOQUE Y FUGA,0
MARZO,2012,DESPISTE,64
MARZO,2012,INCENDIO DE VEHÍCULO,0
MARZO,2012,VOLCADURA,4
MARZO,2012,ESPECIAL,4
MARZO,2012,OTROS,0
MARZO,2013,ATROPELLO,18
MARZO,2013,ATROPELLO Y FUGA,12
MARZO,2013,CAIDA DE PASAJERO,0
MARZO,2013,CHOQUE,105
MARZO,2013,CHOQUE Y FUGA,0
MARZO,2013,DESPISTE,95
MARZO,2013,INCENDIO DE VEHÍCULO,0
MARZO,2013,VOLCADURA,5
MARZO,2013,ESPECIAL,5
MARZO,2013,OTROS,0
MARZO,2014,ATROPELLO,17
MARZO,2014,ATROPELLO Y FUGA,9
MARZO,2014,CAIDA DE PASAJERO,0
MARZO,2014,CHOQUE,93
MARZO,2014,CHOQUE Y FUGA,0
MARZO,2014,DESPISTE,91
MARZO,2014,INCENDIO DE VEHÍCULO,0
MARZO,2014,VOLCADURA,10
MARZO,2014,ESPECIAL,4
MARZO,2014,OTROS,0
MARZO,2015,ATROPELLO,6
MARZO,2015,ATROPELLO Y FUGA,6
MARZO,2015,CAIDA DE PASAJERO,0
MARZO,2015,CHOQUE,90
MARZO,2015,CHOQUE Y FUGA,0
MARZO,2015,DESPISTE,68
MARZO,2015,INCENDIO DE VEHÍCULO,0
MARZO,2015,VOLCADURA,3
MARZO,2015,ESPECIAL,5
MARZO,2015,OTROS,0
MARZO,2016,ATROPELLO,14
MARZO,2016,ATROPELLO Y FUGA,3
MARZO,2016,CAIDA DE PASAJERO,0
MARZO,2016,CHOQUE,99
MARZO,2016,CHOQUE Y FUGA,0
MARZO,2016,DESPISTE,119
MARZO,2016,INCENDIO DE VEHÍCULO,0
MARZO,2016,VOLCADURA,10
MARZO,2016,ESPECIAL,6
MARZO,2016,OTROS,0
MARZO,2017,ATROPELLO,15
MARZO,2017,ATROPELLO Y FUGA,13
MARZO,2017,CAIDA DE PASAJERO,0
MARZO,2017,CHOQUE,143
MARZO,2017,CHOQUE Y FUGA,0
MARZO,2017,DESPISTE,133
MARZO,2017,INCENDIO DE VEHÍCULO,0
MARZO,2017,VOLCADURA,9
MARZO,2017,ESPECIAL,8
MARZO,2017,OTROS,0
MARZO,2018,ATROPELLO,18
MARZO,2018,ATROPELLO Y FUGA,4
MARZO,2018,CAIDA,0
MARZO,2018,CHOQUE,168
MARZO,2018,CHOQUE Y ATROPELLO,0
MARZO,2018,CHOQUE Y FUGA,0
MARZO,2018,COLISIÓN,0
MARZO,2018,COLISIÓN Y FUGA,0
MARZO,2018,DESPISTE,159
MARZO,2018,DESPISTE Y VOLCADURA,0
MARZO,2018,INCENDIO DE VEHÍCULO,0
MARZO,2018,VOLCADURA,7
MARZO,2018,OTROS,11
MARZO,2019,ATROPELLO,19
MARZO,2019,ATROPELLO Y FUGA,5
MARZO,2019,CAIDA,5
MARZO,2019,CHOQUE,159
MARZO,2019,CHOQUE Y ATROPELLO,2
MARZO,2019,CHOQUE Y FUGA,0
MARZO,2019,COLISIÓN,0
MARZO,2019,COLISIÓN Y FUGA,0
MARZO,2019,DESPISTE,92
MARZO,2019,DESPISTE Y VOLCADURA,59
MARZO,2019,INCENDIO DE VEHÍCULO,2
MARZO,2019,VOLCADURA,8
MARZO,2019,OTROS,0
MARZO,2020,ATROPELLO,10
MARZO,2020,ATROPELLO Y FUGA,7
MARZO,2020,CAIDA,3
MARZO,2020,CHOQUE,83
MARZO,2020,CHOQUE Y ATROPELLO,1
MARZO,2020,CHOQUE Y FUGA,19
MARZO,2020,COLISIÓN,0
MARZO,2020,COLISIÓN Y FUGA,0
MARZO,2020,DESPISTE,109
MARZO,2020,DESPISTE Y VOLCADURA,42
MARZO,2020,INCENDIO DE VEHÍCULO,4
MARZO,2020,VOLCADURA,0
MARZO,2020,OTROS,4
MARZO,2020,ATROPELLO,10
MARZO,2020,ATROPELLO Y FUGA,7
MARZO,2020,CAIDA,3
MARZO,2020,CHOQUE,83
MARZO,2020,CHOQUE Y ATROPELLO,1
MARZO,2020,CHOQUE Y FUGA,19
MARZO,2020,COLISIÓN,0
MARZO,2020,COLISIÓN Y FUGA,0
MARZO,2020,DESPISTE,109
MARZO,2020,DESPISTE Y VOLCADURA,42
MARZO,2020,INCENDIO DE VEHÍCULO,4
MARZO,2020,VOLCADURA,0
MARZO,2020,OTROS,4
MARZO,2021,ATROPELLO,11
MARZO,2021,ATROPELLO Y FUGA,2
MARZO,2021,CAIDA,0
MARZO,2021,CHOQUE,173
MARZO,2021,CHOQUE Y ATROPELLO,0
MARZO,2021,CHOQUE Y FUGA,12
MARZO,2021,COLISIÓN,0
MARZO,2021,COLISIÓN Y FUGA,0
MARZO,2021,DESPISTE,98
MARZO,2021,DESPISTE Y VOLCADURA,65
MARZO,2021,INCENDIO DE VEHÍCULO,1
MARZO,2021,VOLCADURA,3
MARZO,2021,OTROS,2
MARZO,2022,ATROPELLO,13
MARZO,2022,ATROPELLO Y FUGA,8
MARZO,2022,CAIDA DE CARGA,2
MARZO,2022,CAIDA DE PASAJERO,0
MARZO,2022,CAIDA DE PIEDAS,3
MARZO,2022,CHOQUE,180
MARZO,2022,CHOQUE Y ATROPELLO,0
MARZO,2022,CHOQUE Y FUGA,5
MARZO,2022,COLISIÓN,0
MARZO,2022,COLISIÓN Y FUGA,0
MARZO,2022,DESPISTE,140
MARZO,2022,DESPISTE Y VOLCADURA,86
MARZO,2022,INCENDIO DE VEHÍCULO,7
MARZO,2022,VOLCADURA,6
MARZO,2022,OTROS,0
ABRIL,2007,ATROPELLO,10
ABRIL,2007,ATROPELLO Y FUGA,7
ABRIL,2007,CHOQUE,90
ABRIL,2007,DESPISTE,51
ABRIL,2007,INCENDIO DE VEHÍCULO,0
ABRIL,2007,VOLCADURA,5
ABRIL,2007,OTROS,18
ABRIL,2008,ATROPELLO,12
ABRIL,2008,ATROPELLO Y FUGA,3
ABRIL,2008,CHOQUE,65
ABRIL,2008,DESPISTE,49
ABRIL,2008,INCENDIO DE VEHÍCULO,0
ABRIL,2008,VOLCADURA,8
ABRIL,2008,OTROS,7
ABRIL,2009,ATROPELLO,14
ABRIL,2009,ATROPELLO Y FUGA,5
ABRIL,2009,CHOQUE,78
ABRIL,2009,DESPISTE,72
ABRIL,2009,INCENDIO DE VEHÍCULO,0
ABRIL,2009,VOLCADURA,8
ABRIL,2009,OTROS,4
ABRIL,2010,ATROPELLO,13
ABRIL,2010,ATROPELLO Y FUGA,6
ABRIL,2010,CAIDA DE PASAJERO,0
ABRIL,2010,CHOQUE,86
ABRIL,2010,CHOQUE Y FUGA,0
ABRIL,2010,DESPISTE,76
ABRIL,2010,INCENDIO DE VEHÍCULO,0
ABRIL,2010,VOLCADURA,5
ABRIL,2010,ESPECIAL,6
ABRIL,2010,OTROS,0
ABRIL,2011,ATROPELLO,17
ABRIL,2011,ATROPELLO Y FUGA,3
ABRIL,2011,CAIDA DE PASAJERO,0
ABRIL,2011,CHOQUE,81
ABRIL,2011,CHOQUE Y FUGA,0
ABRIL,2011,DESPISTE,98
ABRIL,2011,INCENDIO DE VEHÍCULO,0
ABRIL,2011,VOLCADURA,4
ABRIL,2011,ESPECIAL,8
ABRIL,2011,OTROS,0
ABRIL,2012,ATROPELLO,15
ABRIL,2012,ATROPELLO Y FUGA,4
ABRIL,2012,CAIDA DE PASAJERO,0
ABRIL,2012,CHOQUE,90
ABRIL,2012,CHOQUE Y FUGA,0
ABRIL,2012,DESPISTE,86
ABRIL,2012,INCENDIO DE VEHÍCULO,0
ABRIL,2012,VOLCADURA,4
ABRIL,2012,ESPECIAL,7
ABRIL,2012,OTROS,0
ABRIL,2013,ATROPELLO,15
ABRIL,2013,ATROPELLO Y FUGA,4
ABRIL,2013,CAIDA DE PASAJERO,0
ABRIL,2013,CHOQUE,75
ABRIL,2013,CHOQUE Y FUGA,0
ABRIL,2013,DESPISTE,78
ABRIL,2013,INCENDIO DE VEHÍCULO,0
ABRIL,2013,VOLCADURA,6
ABRIL,2013,ESPECIAL,7
ABRIL,2013,OTROS,0
ABRIL,2014,ATROPELLO,14
ABRIL,2014,ATROPELLO Y FUGA,4
ABRIL,2014,CAIDA DE PASAJERO,0
ABRIL,2014,CHOQUE,94
ABRIL,2014,CHOQUE Y FUGA,0
ABRIL,2014,DESPISTE,76
ABRIL,2014,INCENDIO DE VEHÍCULO,0
ABRIL,2014,VOLCADURA,6
ABRIL,2014,ESPECIAL,5
ABRIL,2014,OTROS,0
ABRIL,2015,ATROPELLO,12
ABRIL,2015,ATROPELLO Y FUGA,2
ABRIL,2015,CAIDA DE PASAJERO,0
ABRIL,2015,CHOQUE,71
ABRIL,2015,CHOQUE Y FUGA,0
ABRIL,2015,DESPISTE,61
ABRIL,2015,INCENDIO DE VEHÍCULO,0
ABRIL,2015,VOLCADURA,6
ABRIL,2015,ESPECIAL,2
ABRIL,2015,OTROS,0
ABRIL,2016,ATROPELLO,9
ABRIL,2016,ATROPELLO Y FUGA,7
ABRIL,2016,CAIDA DE PASAJERO,0
ABRIL,2016,CHOQUE,105
ABRIL,2016,CHOQUE Y FUGA,0
ABRIL,2016,DESPISTE,88
ABRIL,2016,INCENDIO DE VEHÍCULO,0
ABRIL,2016,VOLCADURA,10
ABRIL,2016,ESPECIAL,8
ABRIL,2016,OTROS,0
ABRIL,2017,ATROPELLO,12
ABRIL,2017,ATROPELLO Y FUGA,8
ABRIL,2017,CAIDA DE PASAJERO,0
ABRIL,2017,CHOQUE,110
ABRIL,2017,CHOQUE Y FUGA,0
ABRIL,2017,DESPISTE,128
ABRIL,2017,INCENDIO DE VEHÍCULO,0
ABRIL,2017,VOLCADURA,4
ABRIL,2017,ESPECIAL,5
ABRIL,2017,OTROS,0
ABRIL,2018,ATROPELLO,13
ABRIL,2018,ATROPELLO Y FUGA,5
ABRIL,2018,CAIDA,0
ABRIL,2018,CHOQUE,127
ABRIL,2018,CHOQUE Y ATROPELLO,0
ABRIL,2018,CHOQUE Y FUGA,0
ABRIL,2018,COLISIÓN,0
ABRIL,2018,COLISIÓN Y FUGA,0
ABRIL,2018,DESPISTE,130
ABRIL,2018,DESPISTE Y VOLCADURA,0
ABRIL,2018,INCENDIO DE VEHÍCULO,0
ABRIL,2018,VOLCADURA,7
