departamento,anio,dia_semana,siniestros
LA LIBERTAD,2015,DOMINGO,775
LA LIBERTAD,2016,LUNES,645
LA LIBERTAD,2016,MARTES,565
LA LIBERTAD,2016,MIÉRCOLES,517
LA LIBERTAD,2016,JUEVES,512
LA LIBERTAD,2016,VIERNES,696
LA LIBERTAD,2016,SÁBADO,988
LA LIBERTAD,2016,DOMINGO,781
LA LIBERTAD,2017,LUNES,604
LA LIBERTAD,2017,MARTES,489
LA LIBERTAD,2017,MIÉRCOLES,562
LA LIBERTAD,2017,JUEVES,530
LA LIBERTAD,2017,VIERNES,735
LA LIBERTAD,2017,SÁBADO,928
LA LIBERTAD,2017,DOMINGO,756
LA LIBERTAD,2018,LUNES,887
LA LIBERTAD,2018,MARTES,642
LA LIBERTAD,2018,MIÉRCOLES,717
LA LIBERTAD,2018,JUEVES,628
LA LIBERTAD,2018,VIERNES,851
LA LIBERTAD,2018,SÁBADO,1102
LA LIBERTAD,2018,DOMINGO,819
LA LIBERTAD,2019,LUNES,840
LA LIBERTAD,2019,MARTES,747
LA LIBERTAD,2019,MIÉRCOLES,739
LA LIBERTAD,2019,JUEVES,743
LA LIBERTAD,2019,VIERNES,1029
LA LIBERTAD,2019,SÁBADO,1190
LA LIBERTAD,2019,DOMINGO,1009
LA LIBERTAD,2020,LUNES,514
LA LIBERTAD,2020,MARTES,391
LA LIBERTAD,2020,MIÉRCOLES,440
LA LIBERTAD,2020,JUEVES,440
LA LIBERTAD,2020,VIERNES,535
LA LIBERTAD,2020,SÁBADO,647
LA LIBERTAD,2020,DOMINGO,377
LA LIBERTAD,2021,LUNES,669
LA LIBERTAD,2021,MARTES,535
LA LIBERTAD,2021,MIÉRCOLES,585
LA LIBERTAD,2021,JUEVES,647
LA LIBERTAD,2021,VIERNES,700
LA LIBERTAD,2021,SÁBADO,746
LA LIBERTAD,2021,DOMINGO,485
LA LIBERTAD,2022,LUNES,653
LA LIBERTAD,2022,MARTES,484
LA LIBERTAD,2022,MIÉRCOLES,539
LA LIBERTAD,2022,JUEVES,629
LA LIBERTAD,2022,VIERNES,762
LA LIBERTAD,2022,SÁBADO,778
LA LIBERTAD,2022,DOMINGO,605
LA LIBERTAD,2023,LUNES,539
LA LIBERTAD,2023,MARTES,524
LA LIBERTAD,2023,MIÉRCOLES,524
LA LIBERTAD,2023,JUEVES,601
LA LIBERTAD,2023,VIERNES,698
LA LIBERTAD,2023,SÁBADO,762
LA LIBERTAD,2023,DOMINGO,502
LA LIBERTAD,2024,LUNES,558
LA LIBERTAD,2024,MARTES,560
LA LIBERTAD,2024,MIÉRCOLES,532
LA LIBERTAD,2024,JUEVES,590
LA LIBERTAD,2024,VIERNES,636
LA LIBERTAD,2024,SÁBADO,703
LA LIBERTAD,2024,DOMINGO,512
LAMBAYEQUE,2008,LUNES,93
LAMBAYEQUE,2008,MARTES,85
LAMBAYEQUE,2008,MIÉRCOLES,94
LAMBAYEQUE,2008,JUEVES,66
LAMBAYEQUE,2008,VIERNES,82
LAMBAYEQUE,2008,SÁBADO,74
LAMBAYEQUE,2008,DOMINGO,103
LAMBAYEQUE,2009,LUNES,156
LAMBAYEQUE,2009,MARTES,127
LAMBAYEQUE,2009,MIÉRCOLES,116
LAMBAYEQUE,2009,JUEVES,104
LAMBAYEQUE,2009,VIERNES,139
LAMBAYEQUE,2009,SÁBADO,133
LAMBAYEQUE,2009,DOMINGO,134
LAMBAYEQUE,2010,LUNES,256
LAMBAYEQUE,2010,MARTES,194
LAMBAYEQUE,2010,MIÉRCOLES,184
LAMBAYEQUE,2010,JUEVES,230
LAMBAYEQUE,2010,VIERNES,215
LAMBAYEQUE,2010,SÁBADO,200
LAMBAYEQUE,2010,DOMINGO,234
LAMBAYEQUE,2011,LUNES,346
LAMBAYEQUE,2011,MARTES,257
LAMBAYEQUE,2011,MIÉRCOLES,268
LAMBAYEQUE,2011,JUEVES,292
LAMBAYEQUE,2011,VIERNES,284
LAMBAYEQUE,2011,SÁBADO,373
LAMBAYEQUE,2011,DOMINGO,321
LAMBAYEQUE,2012,LUNES,416
LAMBAYEQUE,2012,MARTES,382
LAMBAYEQUE,2012,MIÉRCOLES,338
LAMBAYEQUE,2012,JUEVES,321
LAMBAYEQUE,2012,VIERNES,446
LAMBAYEQUE,2012,SÁBADO,492
LAMBAYEQUE,2012,DOMINGO,532
LAMBAYEQUE,2013,LUNES,422
LAMBAYEQUE,2013,MARTES,416
LAMBAYEQUE,2013,MIÉRCOLES,354
LAMBAYEQUE,2013,JUEVES,370
LAMBAYEQUE,2013,VIERNES,499
LAMBAYEQUE,2013,SÁBADO,581
LAMBAYEQUE,2013,DOMINGO,533
LAMBAYEQUE,2014,LUNES,399
LAMBAYEQUE,2014,MARTES,408
LAMBAYEQUE,2014,MIÉRCOLES,384
LAMBAYEQUE,2014,JUEVES,384
LAMBAYEQUE,2014,VIERNES,538
LAMBAYEQUE,2014,SÁBADO,678
LAMBAYEQUE,2014,DOMINGO,551
LAMBAYEQUE,2015,LUNES,288
LAMBAYEQUE,2015,MARTES,204
LAMBAYEQUE,2015,MIÉRCOLES,252
LAMBAYEQUE,2015,JUEVES,244
LAMBAYEQUE,2015,VIERNES,333
LAMBAYEQUE,2015,SÁBADO,544
LAMBAYEQUE,2015,DOMINGO,475
LAMBAYEQUE,2016,LUNES,385
LAMBAYEQUE,2016,MARTES,433
LAMBAYEQUE,2016,MIÉRCOLES,316
LAMBAYEQUE,2016,JUEVES,330
LAMBAYEQUE,2016,VIERNES,447
LAMBAYEQUE,2016,SÁBADO,476
LAMBAYEQUE,2016,DOMINGO,417
LAMBAYEQUE,2017,LUNES,479
LAMBAYEQUE,2017,MARTES,412
LAMBAYEQUE,2017,MIÉRCOLES,397
LAMBAYEQUE,2017,JUEVES,402
LAMBAYEQUE,2017,VIERNES,440
LAMBAYEQUE,2017,SÁBADO,565
LAMBAYEQUE,2017,DOMINGO,493
LAMBAYEQUE,2018,LUNES,456
LAMBAYEQUE,2018,MARTES,400
LAMBAYEQUE,2018,MIÉRCOLES,377
LAMBAYEQUE,2018,JUEVES,384
LAMBAYEQUE,2018,VIERNES,509
LAMBAYEQUE,2018,SÁBADO,528
LAMBAYEQUE,2018,DOMINGO,522
LAMBAYEQUE,2019,LUNES,539
LAMBAYEQUE,2019,MARTES,487
LAMBAYEQUE,2019,MIÉRCOLES,489
LAMBAYEQUE,2019,JUEVES,486
LAMBAYEQUE,2019,VIERNES,583
LAMBAYEQUE,2019,SÁBADO,645
LAMBAYEQUE,2019,DOMINGO,601
LAMBAYEQUE,2020,LUNES,277
LAMBAYEQUE,2020,MARTES,321
LAMBAYEQUE,2020,MIÉRCOLES,286
LAMBAYEQUE,2020,JUEVES,287
LAMBAYEQUE,2020,VIERNES,395
LAMBAYEQUE,2020,SÁBADO,424
LAMBAYEQUE,2020,DOMINGO,273
LAMBAYEQUE,2021,LUNES,307
LAMBAYEQUE,2021,MARTES,308
LAMBAYEQUE,2021,MIÉRCOLES,337
LAMBAYEQUE,2021,JUEVES,380
LAMBAYEQUE,2021,VIERNES,420
LAMBAYEQUE,2021,SÁBADO,434
LAMBAYEQUE,2021,DOMINGO,356
LAMBAYEQUE,2022,LUNES,359
LAMBAYEQUE,2022,MARTES,423
LAMBAYEQUE,2022,MIÉRCOLES,376
LAMBAYEQUE,2022,JUEVES,442
LAMBAYEQUE,2022,VIERNES,483
LAMBAYEQUE,2022,SÁBADO,576
LAMBAYEQUE,2022,DOMINGO,478
LAMBAYEQUE,2023,LUNES,366
LAMBAYEQUE,2023,MARTES,393
LAMBAYEQUE,2023,MIÉRCOLES,364
LAMBAYEQUE,2023,JUEVES,352
LAMBAYEQUE,2023,VIERNES,410
LAMBAYEQUE,2023,SÁBADO,556
LAMBAYEQUE,2023,DOMINGO,527
LAMBAYEQUE,2024,LUNES,386
LAMBAYEQUE,2024,MARTES,411
LAMBAYEQUE,2024,MIÉRCOLES,416
LAMBAYEQUE,2024,JUEVES,485
LAMBAYEQUE,2024,VIERNES,540
LAMBAYEQUE,2024,SÁBADO,703
LAMBAYEQUE,2024,DOMINGO,583
LIMA,2008,LUNES,6850
LIMA,2008,MARTES,6366
LIMA,2008,MIÉRCOLES,6734
LIMA,2008,JUEVES,7307
LIMA,2008,VIERNES,9470
LIMA,2008,SÁBADO,9930
LIMA,2008,DOMINGO,6027
LIMA,2009,LUNES,6801
LIMA,2009,MARTES,6489
LIMA,2009,MIÉRCOLES,6845
LIMA,2009,JUEVES,7287
LIMA,2009,VIERNES,9404
LIMA,2009,SÁBADO,9997
LIMA,2009,DOMINGO,6093
LIMA,2010,LUNES,6738
LIMA,2010,MARTES,6342
LIMA,2010,MIÉRCOLES,6592
LIMA,2010,JUEVES,6988
LIMA,2010,VIERNES,9027
LIMA,2010,SÁBADO,9188
LIMA,2010,DOMINGO,5645
LIMA,2011,LUNES,6992
LIMA,2011,MARTES,6258
LIMA,2011,MIÉRCOLES,6237
LIMA,2011,JUEVES,6841
LIMA,2011,VIERNES,8704
LIMA,2011,SÁBADO,9293
LIMA,2011,DOMINGO,5552
LIMA,2012,LUNES,7301
LIMA,2012,MARTES,6307
LIMA,2012,MIÉRCOLES,6644
LIMA,2012,JUEVES,6932
LIMA,2012,VIERNES,9169
LIMA,2012,SÁBADO,10329
LIMA,2012,DOMINGO,5899
LIMA,2013,LUNES,7416
LIMA,2013,MARTES,6735
LIMA,2013,MIÉRCOLES,6989
LIMA,2013,JUEVES,7477
LIMA,2013,VIERNES,9691
LIMA,2013,SÁBADO,10162
LIMA,2013,DOMINGO,5892
LIMA,2014,LUNES,7370
LIMA,2014,MARTES,6626
LIMA,2014,MIÉRCOLES,6601
LIMA,2014,JUEVES,7436
LIMA,2014,VIERNES,9910
LIMA,2014,SÁBADO,10133
LIMA,2014,DOMINGO,5848
LIMA,2015,LUNES,7088
LIMA,2015,MARTES,6119
LIMA,2015,MIÉRCOLES,6736
LIMA,2015,JUEVES,7241
LIMA,2015,VIERNES,9757
LIMA,2015,SÁBADO,10383
LIMA,2015,DOMINGO,5981
LIMA,2016,LUNES,6377
LIMA,2016,MARTES,5690
LIMA,2016,MIÉRCOLES,6337
LIMA,2016,JUEVES,7139
LIMA,2016,VIERNES,9161
LIMA,2016,SÁBADO,9127
LIMA,2016,DOMINGO,5473
LIMA,2017,LUNES,6492
LIMA,2017,MARTES,6044
LIMA,2017,MIÉRCOLES,6614
LIMA,2017,JUEVES,6776
LIMA,2017,VIERNES,8419
LIMA,2017,SÁBADO,8972
LIMA,2017,DOMINGO,5891
LIMA,2018,LUNES,7072
LIMA,2018,MARTES,6026
LIMA,2018,MIÉRCOLES,6637
LIMA,2018,JUEVES,6384
LIMA,2018,VIERNES,8055
LIMA,2018,SÁBADO,8937
LIMA,2018,DOMINGO,6225
LIMA,2019,LUNES,6965
LIMA,2019,MARTES,6152
LIMA,2019,MIÉRCOLES,6555
LIMA,2019,JUEVES,6687
LIMA,2019,VIERNES,8701
LIMA,2019,SÁBADO,8571
LIMA,2019,DOMINGO,6201
LIMA,2020,LUNES,3883
LIMA,2020,MARTES,3621
LIMA,2020,MIÉRCOLES,4126
LIMA,2020,JUEVES,4210
LIMA,2020,VIERNES,5128
LIMA,2020,SÁBADO,5100
LIMA,2020,DOMINGO,3117
LIMA,2021,LUNES,4844
LIMA,2021,MARTES,4604
LIMA,2021,MIÉRCOLES,4926
LIMA,2021,JUEVES,5267
LIMA,2021,VIERNES,5688
LIMA,2021,SÁBADO,6478
LIMA,2021,DOMINGO,4041
LIMA,2022,LUNES,5367
LIMA,2022,MARTES,5180
LIMA,2022,MIÉRCOLES,5522
LIMA,2022,JUEVES,5859
LIMA,2022,VIERNES,6844
LIMA,2022,SÁBADO,7151
LIMA,2022,DOMINGO,5188
LIMA,2023,LUNES,6083
LIMA,2023,MARTES,5742
LIMA,2023,MIÉRCOLES,6210
LIMA,2023,JUEVES,6369
LIMA,2023,VIERNES,7141
LIMA,2023,SÁBADO,7474
LIMA,2023,DOMINGO,5976
LIMA,2024,LUNES,6282
LIMA,2024,MARTES,5560
LIMA,2024,MIÉRCOLES,6027
LIMA,2024,JUEVES,6106
LIMA,2024,VIERNES,6722
LIMA,2024,SÁBADO,7154
LIMA,2024,DOMINGO,5935
LORETO,2008,LUNES,130
LORETO,2008,MARTES,102
LORETO,2008,MIÉRCOLES,121
LORETO,2008,JUEVES,149
LORETO,2008,VIERNES,177
LORETO,2008,SÁBADO,229
LORETO,2008,DOMINGO,173
LORETO,2009,LUNES,173
LORETO,2009,MARTES,90
LORETO,2009,MIÉRCOLES,116
LORETO,2009,JUEVES,105
LORETO,2009,VIERNES,176
LORETO,2009,SÁBADO,237
LORETO,2009,DOMINGO,195
LORETO,2010,LUNES,123
LORETO,2010,MARTES,107
LORETO,2010,MIÉRCOLES,119
LORETO,2010,JUEVES,142
LORETO,2010,VIERNES,184
LORETO,2010,SÁBADO,245
LORETO,2010,DOMINGO,157
LORETO,2011,LUNES,66
LORETO,2011,MARTES,72
LORETO,2011,MIÉRCOLES,91
LORETO,2011,JUEVES,106
LORETO,2011,VIERNES,144
LORETO,2011,SÁBADO,201
LORETO,2011,DOMINGO,140
LORETO,2012,LUNES,39
LORETO,2012,MARTES,32
LORETO,2012,MIÉRCOLES,59
LORETO,2012,JUEVES,57
LORETO,2012,VIERNES,81
LORETO,2012,SÁBADO,135
LORETO,2012,DOMINGO,66
LORETO,2013,LUNES,24
LORETO,2013,MARTES,18
LORETO,2013,MIÉRCOLES,17
LORETO,2013,JUEVES,30
LORETO,2013,VIERNES,72
LORETO,2013,SÁBADO,76
LORETO,2013,DOMINGO,28
LORETO,2014,LUNES,44
LORETO,2014,MARTES,22
LORETO,2014,MIÉRCOLES,34
LORETO,2014,JUEVES,63
LORETO,2014,VIERNES,66
LORETO,2014,SÁBADO,125
LORETO,2014,DOMINGO,56
LORETO,2015,LUNES,50
LORETO,2015,MARTES,32
LORETO,2015,MIÉRCOLES,55
LORETO,2015,JUEVES,41
LORETO,2015,VIERNES,55
LORETO,2015,SÁBADO,103
LORETO,2015,DOMINGO,58
LORETO,2016,LUNES,40
LORETO,2016,MARTES,33
LORETO,2016,MIÉRCOLES,22
LORETO,2016,JUEVES,16
LORETO,2016,VIERNES,64
LORETO,2016,SÁBADO,98
LORETO,2016,DOMINGO,86
LORETO,2017,LUNES,42
LORETO,2017,MARTES,36
LORETO,2017,MIÉRCOLES,39
LORETO,2017,JUEVES,40
LORETO,2017,VIERNES,89
LORETO,2017,SÁBADO,120
LORETO,2017,DOMINGO,76
LORETO,2018,LUNES,38
LORETO,2018,MARTES,29
LORETO,2018,MIÉRCOLES,27
LORETO,2018,JUEVES,23
LORETO,2018,VIERNES,37
LORETO,2018,SÁBADO,52
LORETO,2018,DOMINGO,73
LORETO,2019,LUNES,58
LORETO,2019,MARTES,39
LORETO,2019,MIÉRCOLES,30
LORETO,2019,JUEVES,41
LORETO,2019,VIERNES,54
LORETO,2019,SÁBADO,69
LORETO,2019,DOMINGO,44
LORETO,2020,LUNES,31
LORETO,2020,MARTES,27
LORETO,2020,MIÉRCOLES,21
LORETO,2020,JUEVES,37
LORETO,2020,VIERNES,33
LORETO,2020,SÁBADO,35
LORETO,2020,DOMINGO,27
LORETO,2021,LUNES,26
LORETO,2021,MARTES,21
LORETO,2021,MIÉRCOLES,28
LORETO,2021,JUEVES,27
LORETO,2021,VIERNES,28
LORETO,2021,SÁBADO,22
LORETO,2021,DOMINGO,22
LORETO,2022,LUNES,26
LORETO,2022,MARTES,18
LORETO,2022,MIÉRCOLES,24
LORETO,2022,JUEVES,23
LORETO,2022,VIERNES,20
LORETO,2022,SÁBADO,29
LORETO,2022,DOMINGO,26
LORETO,2023,LUNES,39
LORETO,2023,MARTES,33
LORETO,2023,MIÉRCOLES,16
LORETO,2023,JUEVES,32
LORETO,2023,VIERNES,34
LORETO,2023,SÁBADO,44
LORETO,2023,DOMINGO,34
LORETO,2024,LUNES,29
LORETO,2024,MARTES,48
LORETO,2024,MIÉRCOLES,45
LORETO,2024,JUEVES,51
LORETO,2024,VIERNES,46
LORETO,2024,SÁBADO,41
LORETO,2024,DOMINGO,47
MADRE DE DIOS,2008,LUNES,6
MADRE DE DIOS,2008,MARTES,5
MADRE DE DIOS,2008,MIÉRCOLES,14
MADRE DE DIOS,2008,JUEVES,7
MADRE DE DIOS,2008,VIERNES,34
MADRE DE DIOS,2008,SÁBADO,38
MADRE DE DIOS,2008,DOMINGO,8
MADRE DE DIOS,2009,LUNES,3
MADRE DE DIOS,2009,MARTES,5
MADRE DE DIOS,2009,MIÉRCOLES,13
MADRE DE DIOS,2009,JUEVES,10
MADRE DE DIOS,2009,VIERNES,13
MADRE DE DIOS,2009,SÁBADO,24
MADRE DE DIOS,2009,DOMINGO,8
MADRE DE DIOS,2010,LUNES,2
MADRE DE DIOS,2010,MARTES,3
MADRE DE DIOS,2010,MIÉRCOLES,6
MADRE DE DIOS,2010,JUEVES,11
MADRE DE DIOS,2010,VIERNES,19
MADRE DE DIOS,2010,SÁBADO,18
MADRE DE DIOS,2010,DOMINGO,0
MADRE DE DIOS,2011,LUNES,1
MADRE DE DIOS,2011,MARTES,5
MADRE DE DIOS,2011,MIÉRCOLES,11
MADRE DE DIOS,2011,JUEVES,10
MADRE DE DIOS,2011,VIERNES,21
MADRE DE DIOS,2011,SÁBADO,26
MADRE DE DIOS,2011,DOMINGO,6
MADRE DE DIOS,2012,LUNES,3
MADRE DE DIOS,2012,MARTES,2
MADRE DE DIOS,2012,MIÉRCOLES,0
MADRE DE DIOS,2012,JUEVES,4
MADRE DE DIOS,2012,VIERNES,51
MADRE DE DIOS,2012,SÁBADO,82
MADRE DE DIOS,2012,DOMINGO,6
MADRE DE DIOS,2013,LUNES,45
MADRE DE DIOS,2013,MARTES,51
MADRE DE DIOS,2013,MIÉRCOLES,48
MADRE DE DIOS,2013,JUEVES,55
MADRE DE DIOS,2013,VIERNES,91
MADRE DE DIOS,2013,SÁBADO,134
MADRE DE DIOS,2013,DOMINGO,55
MADRE DE DIOS,2014,LUNES,37
MADRE DE DIOS,2014,MARTES,61
MADRE DE DIOS,2014,MIÉRCOLES,48
MADRE DE DIOS,2014,JUEVES,67
MADRE DE DIOS,2014,VIERNES,80
MADRE DE DIOS,2014,SÁBADO,131
MADRE DE DIOS,2014,DOMINGO,86
MADRE DE DIOS,2015,LUNES,48
MADRE DE DIOS,2015,MARTES,47
MADRE DE DIOS,2015,MIÉRCOLES,32
MADRE DE DIOS,2015,JUEVES,65
MADRE DE DIOS,2015,VIERNES,85
MADRE DE DIOS,2015,SÁBADO,109
MADRE DE DIOS,2015,DOMINGO,102
MADRE DE DIOS,2016,LUNES,101
MADRE DE DIOS,2016,MARTES,73
MADRE DE DIOS,2016,MIÉRCOLES,88
MADRE DE DIOS,2016,JUEVES,77
MADRE DE DIOS,2016,VIERNES,90
MADRE DE DIOS,2016,SÁBADO,84
MADRE DE DIOS,2016,DOMINGO,95
MADRE DE DIOS,2017,LUNES,64
MADRE DE DIOS,2017,MARTES,75
MADRE DE DIOS,2017,MIÉRCOLES,112
MADRE DE DIOS,2017,JUEVES,71
MADRE DE DIOS,2017,VIERNES,141
MADRE DE DIOS,2017,SÁBADO,92
MADRE DE DIOS,2017,DOMINGO,102
MADRE DE DIOS,2018,LUNES,54
MADRE DE DIOS,2018,MARTES,36
MADRE DE DIOS,2018,MIÉRCOLES,51
MADRE DE DIOS,2018,JUEVES,41
MADRE DE DIOS,2018,VIERNES,75
MADRE DE DIOS,2018,SÁBADO,116
MADRE DE DIOS,2018,DOMINGO,61
MADRE DE DIOS,2019,LUNES,72
MADRE DE DIOS,2019,MARTES,27
MADRE DE DIOS,2019,MIÉRCOLES,37
MADRE DE DIOS,2019,JUEVES,55
MADRE DE DIOS,2019,VIERNES,124
MADRE DE DIOS,2019,SÁBADO,121
MADRE DE DIOS,2019,DOMINGO,75
MADRE DE DIOS,2020,LUNES,70
MADRE DE DIOS,2020,MARTES,10
MADRE DE DIOS,2020,MIÉRCOLES,41
MADRE DE DIOS,2020,JUEVES,44
MADRE DE DIOS,2020,VIERNES,77
MADRE DE DIOS,2020,SÁBADO,116
MADRE DE DIOS,2020,DOMINGO,61
MADRE DE DIOS,2021,LUNES,64
MADRE DE DIOS,2021,MARTES,57
MADRE DE DIOS,2021,MIÉRCOLES,51
MADRE DE DIOS,2021,JUEVES,77
MADRE DE DIOS,2021,VIERNES,147
MADRE DE DIOS,2021,SÁBADO,172
MADRE DE DIOS,2021,DOMINGO,65
MADRE DE DIOS,2022,LUNES,55
MADRE DE DIOS,2022,MARTES,48
MADRE DE DIOS,2022,MIÉRCOLES,62
MADRE DE DIOS,2022,JUEVES,70
MADRE DE DIOS,2022,VIERNES,181
MADRE DE DIOS,2022,SÁBADO,192
MADRE DE DIOS,2022,DOMINGO,134
MADRE DE DIOS,2023,LUNES,26
MADRE DE DIOS,2023,MARTES,47
MADRE DE DIOS,2023,MIÉRCOLES,64
MADRE DE DIOS,2023,JUEVES,40
MADRE DE DIOS,2023,VIERNES,80
MADRE DE DIOS,2023,SÁBADO,123
MADRE DE DIOS,2023,DOMINGO,82
MADRE DE DIOS,2024,LUNES,24
MADRE DE DIOS,2024,MARTES,36
MADRE DE DIOS,2024,MIÉRCOLES,34
MADRE DE DIOS,2024,JUEVES,44
MADRE DE DIOS,2024,VIERNES,81
MADRE DE DIOS,2024,SÁBADO,91
MADRE DE DIOS,2024,DOMINGO,94
MOQUEGUA,2008,LUNES,75
MOQUEGUA,2008,MARTES,74
MOQUEGUA,2008,MIÉRCOLES,64
MOQUEGUA,2008,JUEVES,65
MOQUEGUA,2008,VIERNES,88
MOQUEGUA,2008,SÁBADO,87
MOQUEGUA,2008,DOMINGO,101
MOQUEGUA,2009,LUNES,94
MOQUEGUA,2009,MARTES,84
MOQUEGUA,2009,MIÉRCOLES,90
MOQUEGUA,2009,JUEVES,83
MOQUEGUA,2009,VIERNES,105
MOQUEGUA,2009,SÁBADO,108
MOQUEGUA,2009,DOMINGO,90
MOQUEGUA,2010,LUNES,80
MOQUEGUA,2010,MARTES,87
MOQUEGUA,2010,MIÉRCOLES,98
MOQUEGUA,2010,JUEVES,97
MOQUEGUA,2010,VIERNES,100
MOQUEGUA,2010,SÁBADO,98
MOQUEGUA,2010,DOMINGO,96
MOQUEGUA,2011,LUNES,96
MOQUEGUA,2011,MARTES,101
MOQUEGUA,2011,MIÉRCOLES,105
MOQUEGUA,2011,JUEVES,114
MOQUEGUA,2011,VIERNES,126
MOQUEGUA,2011,SÁBADO,134
MOQUEGUA,2011,DOMINGO,86
MOQUEGUA,2012,LUNES,105
MOQUEGUA,2012,MARTES,108
MOQUEGUA,2012,MIÉRCOLES,96
MOQUEGUA,2012,JUEVES,94
MOQUEGUA,2012,VIERNES,117
MOQUEGUA,2012,SÁBADO,131
MOQUEGUA,2012,DOMINGO,110
MOQUEGUA,2013,LUNES,88
MOQUEGUA,2013,MARTES,114
MOQUEGUA,2013,MIÉRCOLES,101
MOQUEGUA,2013,JUEVES,114
MOQUEGUA,2013,VIERNES,143
MOQUEGUA,2013,SÁBADO,159
MOQUEGUA,2013,DOMINGO,125
MOQUEGUA,2014,LUNES,70
MOQUEGUA,2014,MARTES,94
MOQUEGUA,2014,MIÉRCOLES,80
MOQUEGUA,2014,JUEVES,86
MOQUEGUA,2014,VIERNES,104
MOQUEGUA,2014,SÁBADO,123
MOQUEGUA,2014,DOMINGO,108
MOQUEGUA,2015,LUNES,84
MOQUEGUA,2015,MARTES,80
MOQUEGUA,2015,MIÉRCOLES,73
MOQUEGUA,2015,JUEVES,83
MOQUEGUA,2015,VIERNES,85
MOQUEGUA,2015,SÁBADO,93
MOQUEGUA,2015,DOMINGO,75
MOQUEGUA,2016,LUNES,65
MOQUEGUA,2016,MARTES,59
MOQUEGUA,2016,MIÉRCOLES,80
MOQUEGUA,2016,JUEVES,75
MOQUEGUA,2016,VIERNES,100
MOQUEGUA,2016,SÁBADO,102
MOQUEGUA,2016,DOMINGO,78
MOQUEGUA,2017,LUNES,82
MOQUEGUA,2017,MARTES,93
MOQUEGUA,2017,MIÉRCOLES,68
MOQUEGUA,2017,JUEVES,85
MOQUEGUA,2017,VIERNES,72
MOQUEGUA,2017,SÁBADO,98
MOQUEGUA,2017,DOMINGO,85
MOQUEGUA,2018,LUNES,73
MOQUEGUA,2018,MARTES,72
MOQUEGUA,2018,MIÉRCOLES,75
MOQUEGUA,2018,JUEVES,63
MOQUEGUA,2018,VIERNES,67
MOQUEGUA,2018,SÁBADO,70
MOQUEGUA,2018,DOMINGO,89
MOQUEGUA,2019,LUNES,65
MOQUEGUA,2019,MARTES,72
MOQUEGUA,2019,MIÉRCOLES,86
MOQUEGUA,2019,JUEVES,84
MOQUEGUA,2019,VIERNES,87
MOQUEGUA,2019,SÁBADO,69
MOQUEGUA,2019,DOMINGO,71
MOQUEGUA,2020,LUNES,66
MOQUEGUA,2020,MARTES,19
MOQUEGUA,2020,MIÉRCOLES,51
MOQUEGUA,2020,JUEVES,43
MOQUEGUA,2020,VIERNES,61
MOQUEGUA,2020,SÁBADO,43
MOQUEGUA,2020,DOMINGO,27
MOQUEGUA,2021,LUNES,76
MOQUEGUA,2021,MARTES,67
MOQUEGUA,2021,MIÉRCOLES,57
MOQUEGUA,2021,JUEVES,71
MOQUEGUA,2021,VIERNES,69
MOQUEGUA,2021,SÁBADO,94
MOQUEGUA,2021,DOMINGO,61
MOQUEGUA,2022,LUNES,82
MOQUEGUA,2022,MARTES,79
MOQUEGUA,2022,MIÉRCOLES,87
MOQUEGUA,2022,JUEVES,80
MOQUEGUA,2022,VIERNES,102
MOQUEGUA,2022,SÁBADO,141
MOQUEGUA,2022,DOMINGO,86
MOQUEGUA,2023,LUNES,97
MOQUEGUA,2023,MARTES,79
MOQUEGUA,2023,MIÉRCOLES,92
MOQUEGUA,2023,JUEVES,91
MOQUEGUA,2023,VIERNES,103
MOQUEGUA,2023,SÁBADO,170
MOQUEGUA,2023,DOMINGO,122
MOQUEGUA,2024,LUNES,81
MOQUEGUA,2024,MARTES,77
MOQUEGUA,2024,MIÉRCOLES,71
MOQUEGUA,2024,JUEVES,64
MOQUEGUA,2024,VIERNES,94
MOQUEGUA,2024,SÁBADO,94
MOQUEGUA,2024,DOMINGO,83
PASCO,2008,LUNES,11
PASCO,2008,MARTES,13
PASCO,2008,MIÉRCOLES,10
PASCO,2008,JUEVES,14
PASCO,2008,VIERNES,13
PASCO,2008,SÁBADO,18
PASCO,2008,DOMINGO,11
PASCO,2009,LUNES,18
PASCO,2009,MARTES,20
PASCO,2009,MIÉRCOLES,15
PASCO,2009,JUEVES,24
PASCO,2009,VIERNES,57
PASCO,2009,SÁBADO,46
PASCO,2009,DOMINGO,25
PASCO,2010,LUNES,23
PASCO,2010,MARTES,15
PASCO,2010,MIÉRCOLES,25
PASCO,2010,JUEVES,22
PASCO,2010,VIERNES,37
PASCO,2010,SÁBADO,34
PASCO,2010,DOMINGO,25
PASCO,2011,LUNES,26
PASCO,2011,MARTES,24
PASCO,2011,MIÉRCOLES,33
PASCO,2011,JUEVES,27
PASCO,2011,VIERNES,40
PASCO,2011,SÁBADO,32
PASCO,2011,DOMINGO,34
PASCO,2012,LUNES,14
PASCO,2012,MARTES,15
PASCO,2012,MIÉRCOLES,20
PASCO,2012,JUEVES,27
PASCO,2012,VIERNES,29
PASCO,2012,SÁBADO,19
PASCO,2012,DOMINGO,19
PASCO,2013,LUNES,18
PASCO,2013,MARTES,9
PASCO,2013,MIÉRCOLES,11
PASCO,2013,JUEVES,16
PASCO,2013,VIERNES,11
PASCO,2013,SÁBADO,12
PASCO,2013,DOMINGO,13
PASCO,2014,LUNES,4
