departamento,anio,tipo_siniestro,siniestros
AREQUIPA,2015,ATROPELLO Y FUGA,111
AREQUIPA,2015,CHOQUE,2483
AREQUIPA,2015,CHOQUE Y FUGA,445
AREQUIPA,2015,VOLCADURA,84
AREQUIPA,2015,CAIDA DE PASAJERO,143
AREQUIPA,2015,INCENDIO,14
AREQUIPA,2015,DESPISTE,419
AREQUIPA,2015,DESPISTE Y VOLCADURA,224
AREQUIPA,2015,COLISION,69
AREQUIPA,2015,CHOQUE Y ATROPELLO,156
AREQUIPA,2015,OTRO,323
AREQUIPA,2016,ATROPELLO,766
AREQUIPA,2016,ATROPELLO Y FUGA,94
AREQUIPA,2016,CHOQUE,2692
AREQUIPA,2016,CHOQUE Y FUGA,411
AREQUIPA,2016,VOLCADURA,92
AREQUIPA,2016,CAIDA DE PASAJERO,175
AREQUIPA,2016,INCENDIO,8
AREQUIPA,2016,DESPISTE,531
AREQUIPA,2016,CHOQUE Y ATROPELLO,60
AREQUIPA,2016,DESPISTE Y VOLCADURA,220
AREQUIPA,2016,COLISION,38
AREQUIPA,2016,OTRO,323
AREQUIPA,2017,ATROPELLO,751
AREQUIPA,2017,ATROPELLO Y FUGA,115
AREQUIPA,2017,CHOQUE,2526
AREQUIPA,2017,CHOQUE Y FUGA,415
AREQUIPA,2017,VOLCADURA,107
AREQUIPA,2017,CAIDA DE PASAJERO,144
AREQUIPA,2017,INCENDIO,8
AREQUIPA,2017,DESPISTE,470
AREQUIPA,2017,CHOQUE Y ATROPELLO,36
AREQUIPA,2017,DESPISTE Y VOLCADURA,197
AREQUIPA,2017,COLISIÓN,15
AREQUIPA,2017,OTRO,373
AREQUIPA,2018,ATROPELLO,919
AREQUIPA,2018,ATROPELLO Y FUGA,63
AREQUIPA,2018,CHOQUE,2394
AREQUIPA,2018,CHOQUE Y FUGA,316
AREQUIPA,2018,VOLCADURA,81
AREQUIPA,2018,CAIDA DE PASAJERO,142
AREQUIPA,2018,INCENDIO,11
AREQUIPA,2018,DESPISTE,523
AREQUIPA,2018,CHOQUE Y ATROPELLO,54
AREQUIPA,2018,DESPISTE Y VOLCADURA,127
AREQUIPA,2018,COLISIÓN Y FUGA,11
AREQUIPA,2018,COLISIÓN,21
AREQUIPA,2018,OTRO,439
AREQUIPA,2019,ATROPELLO,791
AREQUIPA,2019,ATROPELLO Y FUGA,103
AREQUIPA,2019,CHOQUE,2582
AREQUIPA,2019,CHOQUE Y FUGA,377
AREQUIPA,2019,VOLCADURA,83
AREQUIPA,2019,CAIDA DE PASAJERO,161
AREQUIPA,2019,INCENDIO,5
AREQUIPA,2019,DESPISTE,465
AREQUIPA,2019,CHOQUE Y ATROPELLO,30
AREQUIPA,2019,DESPISTE Y VOLCADURA,124
AREQUIPA,2019,COLISIÓN Y FUGA,8
AREQUIPA,2019,COLISIÓN,12
AREQUIPA,2019,OTRO,401
AREQUIPA,2020,ATROPELLO,338
AREQUIPA,2020,ATROPELLO Y FUGA,41
AREQUIPA,2020,CHOQUE,1624
AREQUIPA,2020,CHOQUE Y FUGA,206
AREQUIPA,2020,VOLCADURA,48
AREQUIPA,2020,CAIDA DE PASAJERO,56
AREQUIPA,2020,INCENDIO,4
AREQUIPA,2020,DESPISTE,364
AREQUIPA,2020,CHOQUE Y ATROPELLO,23
AREQUIPA,2020,DESPISTE Y VOLCADURA,89
AREQUIPA,2020,COLISIÓN Y FUGA,4
AREQUIPA,2020,COLISIÓN,2
AREQUIPA,2020,OTRO,211
AREQUIPA,2021,ATROPELLO,378
AREQUIPA,2021,ATROPELLO Y FUGA,99
AREQUIPA,2021,CHOQUE,2466
AREQUIPA,2021,CHOQUE Y FUGA,414
AREQUIPA,2021,VOLCADURA,123
AREQUIPA,2021,CAIDA DE PASAJERO,67
AREQUIPA,2021,INCENDIO,3
AREQUIPA,2021,DESPISTE,531
AREQUIPA,2021,CHOQUE Y ATROPELLO,58
AREQUIPA,2021,DESPISTE Y VOLCADURA,153
AREQUIPA,2021,COLISIÓN Y FUGA,7
AREQUIPA,2021,COLISIÓN,9
AREQUIPA,2021,OTRO,293
AREQUIPA,2022,ATROPELLO,563
AREQUIPA,2022,ATROPELLO Y FUGA,106
AREQUIPA,2022,CHOQUE,2637
AREQUIPA,2022,CHOQUE Y FUGA,440
AREQUIPA,2022,VOLCADURA,146
AREQUIPA,2022,CAIDA DE PASAJERO,102
AREQUIPA,2022,INCENDIO,3
AREQUIPA,2022,DESPISTE,497
AREQUIPA,2022,CHOQUE Y ATROPELLO,38
AREQUIPA,2022,DESPISTE Y VOLCADURA,96
AREQUIPA,2022,COLISIÓN Y FUGA,10
AREQUIPA,2022,COLISIÓN,0
AREQUIPA,2022,OTRO,379
AREQUIPA,2023,ATROPELLO,627
AREQUIPA,2023,ATROPELLO Y FUGA,130
AREQUIPA,2023,CHOQUE,2672
AREQUIPA,2023,CHOQUE Y FUGA,346
AREQUIPA,2023,VOLCADURA,121
AREQUIPA,2023,CAIDA DE PASAJERO,107
AREQUIPA,2023,INCENDIO,2
AREQUIPA,2023,DESPISTE,527
AREQUIPA,2023,CHOQUE Y ATROPELLO,51
AREQUIPA,2023,DESPISTE Y VOLCADURA,140
AREQUIPA,2023,COLISIÓN Y FUGA,24
AREQUIPA,2023,COLISIÓN,5
AREQUIPA,2023,OTRO,442
AREQUIPA,2024,ATROPELLO,711
AREQUIPA,2024,ATROPELLO Y FUGA,140
AREQUIPA,2024,CHOQUE,3058
AREQUIPA,2024,CHOQUE Y FUGA,432
AREQUIPA,2024,VOLCADURA,93
AREQUIPA,2024,CAIDA DE PASAJERO,151
AREQUIPA,2024,INCENDIO,8
AREQUIPA,2024,DESPISTE,630
AREQUIPA,2024,CHOQUE Y ATROPELLO,60
AREQUIPA,2024,DESPISTE Y VOLCADURA,118
AREQUIPA,2024,COLISIÓN Y FUGA,11
AREQUIPA,2024,COLISIÓN,15
AREQUIPA,2024,OTRO,177
AYACUCHO,2008,ATROPELLO,164
AYACUCHO,2008,ATROPELLO Y FUGA,45
AYACUCHO,2008,CHOQUE,157
AYACUCHO,2008,CHOQUE Y FUGA,239
AYACUCHO,2008,VOLCADURA,42
AYACUCHO,2008,CAIDA DE PASAJERO,25
AYACUCHO,2008,INCENDIO,1
AYACUCHO,2008,OTRO,79
AYACUCHO,2009,ATROPELLO,119
AYACUCHO,2009,ATROPELLO Y FUGA,37
AYACUCHO,2009,CHOQUE,204
AYACUCHO,2009,CHOQUE Y FUGA,83
AYACUCHO,2009,VOLCADURA,46
AYACUCHO,2009,CAIDA DE PASAJERO,13
AYACUCHO,2009,INCENDIO,3
AYACUCHO,2009,OTRO,108
AYACUCHO,2010,ATROPELLO,221
AYACUCHO,2010,ATROPELLO Y FUGA,47
AYACUCHO,2010,CHOQUE,286
AYACUCHO,2010,CHOQUE Y FUGA,599
AYACUCHO,2010,VOLCADURA,68
AYACUCHO,2010,CAIDA DE PASAJERO,44
AYACUCHO,2010,INCENDIO,0
AYACUCHO,2010,DESPISTE,0
AYACUCHO,2010,OTRO,215
AYACUCHO,2011,ATROPELLO,148
AYACUCHO,2011,ATROPELLO Y FUGA,24
AYACUCHO,2011,CHOQUE,211
AYACUCHO,2011,CHOQUE Y FUGA,242
AYACUCHO,2011,VOLCADURA,54
AYACUCHO,2011,CAIDA DE PASAJERO,26
AYACUCHO,2011,INCENDIO,1
AYACUCHO,2011,DESPISTE,0
AYACUCHO,2011,OTRO,300
AYACUCHO,2012,ATROPELLO,143
AYACUCHO,2012,ATROPELLO Y FUGA,13
AYACUCHO,2012,CHOQUE,287
AYACUCHO,2012,CHOQUE Y FUGA,50
AYACUCHO,2012,VOLCADURA,72
AYACUCHO,2012,CAIDA DE PASAJERO,16
AYACUCHO,2012,INCENDIO,2
AYACUCHO,2012,DESPISTE,8
AYACUCHO,2012,OTRO,319
AYACUCHO,2013,ATROPELLO,174
AYACUCHO,2013,ATROPELLO Y FUGA,37
AYACUCHO,2013,CHOQUE,335
AYACUCHO,2013,CHOQUE Y FUGA,104
AYACUCHO,2013,VOLCADURA,101
AYACUCHO,2013,CAIDA DE PASAJERO,15
AYACUCHO,2013,INCENDIO,6
AYACUCHO,2013,DESPISTE,21
AYACUCHO,2013,OTRO,268
AYACUCHO,2014,ATROPELLO,158
AYACUCHO,2014,ATROPELLO Y FUGA,47
AYACUCHO,2014,CHOQUE,335
AYACUCHO,2014,CHOQUE Y FUGA,129
AYACUCHO,2014,VOLCADURA,48
AYACUCHO,2014,CAIDA DE PASAJERO,17
AYACUCHO,2014,INCENDIO,8
AYACUCHO,2014,DESPISTE,81
AYACUCHO,2014,OTRO,278
AYACUCHO,2015,ATROPELLO,141
AYACUCHO,2015,ATROPELLO Y FUGA,59
AYACUCHO,2015,CHOQUE,420
AYACUCHO,2015,CHOQUE Y FUGA,174
AYACUCHO,2015,VOLCADURA,65
AYACUCHO,2015,CAIDA DE PASAJERO,28
AYACUCHO,2015,INCENDIO,3
AYACUCHO,2015,DESPISTE,106
AYACUCHO,2015,DESPISTE Y VOLCADURA,31
AYACUCHO,2015,COLISION,3
AYACUCHO,2015,CHOQUE Y ATROPELLO,11
AYACUCHO,2015,OTRO,375
AYACUCHO,2016,ATROPELLO,112
AYACUCHO,2016,ATROPELLO Y FUGA,31
AYACUCHO,2016,CHOQUE,317
AYACUCHO,2016,CHOQUE Y FUGA,191
AYACUCHO,2016,VOLCADURA,53
AYACUCHO,2016,CAIDA DE PASAJERO,16
AYACUCHO,2016,INCENDIO,1
AYACUCHO,2016,DESPISTE,97
AYACUCHO,2016,CHOQUE Y ATROPELLO,13
AYACUCHO,2016,DESPISTE Y VOLCADURA,33
AYACUCHO,2016,COLISION,11
AYACUCHO,2016,OTRO,95
AYACUCHO,2017,ATROPELLO,99
AYACUCHO,2017,ATROPELLO Y FUGA,34
AYACUCHO,2017,CHOQUE,259
AYACUCHO,2017,CHOQUE Y FUGA,165
AYACUCHO,2017,VOLCADURA,45
AYACUCHO,2017,CAIDA DE PASAJERO,23
AYACUCHO,2017,INCENDIO,0
AYACUCHO,2017,DESPISTE,70
AYACUCHO,2017,CHOQUE Y ATROPELLO,5
AYACUCHO,2017,DESPISTE Y VOLCADURA,64
AYACUCHO,2017,COLISIÓN,2
AYACUCHO,2017,OTRO,80
AYACUCHO,2018,ATROPELLO,83
AYACUCHO,2018,ATROPELLO Y FUGA,33
AYACUCHO,2018,CHOQUE,222
AYACUCHO,2018,CHOQUE Y FUGA,128
AYACUCHO,2018,VOLCADURA,20
AYACUCHO,2018,CAIDA DE PASAJERO,15
AYACUCHO,2018,INCENDIO,0
AYACUCHO,2018,DESPISTE,84
AYACUCHO,2018,CHOQUE Y ATROPELLO,39
AYACUCHO,2018,DESPISTE Y VOLCADURA,61
AYACUCHO,2018,COLISIÓN Y FUGA,1
AYACUCHO,2018,COLISIÓN,0
AYACUCHO,2018,OTRO,10
AYACUCHO,2019,ATROPELLO,79
AYACUCHO,2019,ATROPELLO Y FUGA,39
AYACUCHO,2019,CHOQUE,200
AYACUCHO,2019,CHOQUE Y FUGA,137
AYACUCHO,2019,VOLCADURA,25
AYACUCHO,2019,CAIDA DE PASAJERO,22
AYACUCHO,2019,INCENDIO,0
AYACUCHO,2019,DESPISTE,108
AYACUCHO,2019,CHOQUE Y ATROPELLO,23
AYACUCHO,2019,DESPISTE Y VOLCADURA,41
AYACUCHO,2019,COLISIÓN Y FUGA,0
AYACUCHO,2019,COLISIÓN,3
AYACUCHO,2019,OTRO,24
AYACUCHO,2020,ATROPELLO,42
AYACUCHO,2020,ATROPELLO Y FUGA,13
AYACUCHO,2020,CHOQUE,138
AYACUCHO,2020,CHOQUE Y FUGA,56
AYACUCHO,2020,VOLCADURA,32
AYACUCHO,2020,CAIDA DE PASAJERO,10
AYACUCHO,2020,INCENDIO,0
AYACUCHO,2020,DESPISTE,65
AYACUCHO,2020,CHOQUE Y ATROPELLO,9
AYACUCHO,2020,DESPISTE Y VOLCADURA,24
AYACUCHO,2020,COLISIÓN Y FUGA,0
AYACUCHO,2020,COLISIÓN,1
AYACUCHO,2020,OTRO,20
AYACUCHO,2021,ATROPELLO,61
AYACUCHO,2021,ATROPELLO Y FUGA,18
AYACUCHO,2021,CHOQUE,195
AYACUCHO,2021,CHOQUE Y FUGA,64
AYACUCHO,2021,VOLCADURA,17
AYACUCHO,2021,CAIDA DE PASAJERO,15
AYACUCHO,2021,INCENDIO,0
AYACUCHO,2021,DESPISTE,54
AYACUCHO,2021,CHOQUE Y ATROPELLO,2
AYACUCHO,2021,DESPISTE Y VOLCADURA,42
AYACUCHO,2021,COLISIÓN Y FUGA,0
AYACUCHO,2021,COLISIÓN,0
AYACUCHO,2021,OTRO,18
AYACUCHO,2022,ATROPELLO,61
AYACUCHO,2022,ATROPELLO Y FUGA,18
AYACUCHO,2022,CHOQUE,184
AYACUCHO,2022,CHOQUE Y FUGA,59
AYACUCHO,2022,VOLCADURA,25
AYACUCHO,2022,CAIDA DE PASAJERO,4
AYACUCHO,2022,INCENDIO,0
AYACUCHO,2022,DESPISTE,42
AYACUCHO,2022,CHOQUE Y ATROPELLO,4
AYACUCHO,2022,DESPISTE Y VOLCADURA,36
AYACUCHO,2022,COLISIÓN Y FUGA,0
AYACUCHO,2022,COLISIÓN,1
AYACUCHO,2022,OTRO,20
AYACUCHO,2023,ATROPELLO,53
AYACUCHO,2023,ATROPELLO Y FUGA,13
AYACUCHO,2023,CHOQUE,158
AYACUCHO,2023,CHOQUE Y FUGA,55
AYACUCHO,2023,VOLCADURA,8
AYACUCHO,2023,CAIDA DE PASAJERO,0
AYACUCHO,2023,INCENDIO,0
AYACUCHO,2023,DESPISTE,76
AYACUCHO,2023,CHOQUE Y ATROPELLO,0
AYACUCHO,2023,DESPISTE Y VOLCADURA,40
AYACUCHO,2023,COLISIÓN Y FUGA,0
AYACUCHO,2023,COLISIÓN,0
AYACUCHO,2023,OTRO,12
AYACUCHO,2024,ATROPELLO,56
AYACUCHO,2024,ATROPELLO Y FUGA,23
AYACUCHO,2024,CHOQUE,168
AYACUCHO,2024,CHOQUE Y FUGA,58
AYACUCHO,2024,VOLCADURA,34
AYACUCHO,2024,CAIDA DE PASAJERO,20
AYACUCHO,2024,INCENDIO,1
AYACUCHO,2024,DESPISTE,68
AYACUCHO,2024,CHOQUE Y ATROPELLO,5
AYACUCHO,2024,DESPISTE Y VOLCADURA,27
AYACUCHO,2024,COLISIÓN Y FUGA,2
AYACUCHO,2024,COLISIÓN,6
AYACUCHO,2024,OTRO,81
CAJAMARCA,2008,ATROPELLO,434
CAJAMARCA,2008,ATROPELLO Y FUGA,177
CAJAMARCA,2008,CHOQUE,1017
CAJAMARCA,2008,CHOQUE Y FUGA,662
CAJAMARCA,2008,VOLCADURA,205
CAJAMARCA,2008,CAIDA DE PASAJERO,68
CAJAMARCA,2008,INCENDIO,2
CAJAMARCA,2008,OTRO,505
CAJAMARCA,2009,ATROPELLO,405
CAJAMARCA,2009,ATROPELLO Y FUGA,147
CAJAMARCA,2009,CHOQUE,1234
CAJAMARCA,2009,CHOQUE Y FUGA,591
CAJAMARCA,2009,VOLCADURA,104
CAJAMARCA,2009,CAIDA DE PASAJERO,48
CAJAMARCA,2009,INCENDIO,1
CAJAMARCA,2009,OTRO,1060
CAJAMARCA,2010,ATROPELLO,404
CAJAMARCA,2010,ATROPELLO Y FUGA,154
CAJAMARCA,2010,CHOQUE,1326
CAJAMARCA,2010,CHOQUE Y FUGA,385
CAJAMARCA,2010,VOLCADURA,112
CAJAMARCA,2010,CAIDA DE PASAJERO,20
CAJAMARCA,2010,INCENDIO,0
CAJAMARCA,2010,DESPISTE,272
CAJAMARCA,2010,OTRO,509
CAJAMARCA,2011,ATROPELLO,380
CAJAMARCA,2011,ATROPELLO Y FUGA,147
CAJAMARCA,2011,CHOQUE,1183
CAJAMARCA,2011,CHOQUE Y FUGA,336
CAJAMARCA,2011,VOLCADURA,92
CAJAMARCA,2011,CAIDA DE PASAJERO,47
CAJAMARCA,2011,INCENDIO,4
CAJAMARCA,2011,DESPISTE,385
CAJAMARCA,2011,OTRO,371
CAJAMARCA,2012,ATROPELLO,408
CAJAMARCA,2012,ATROPELLO Y FUGA,159
CAJAMARCA,2012,CHOQUE,920
CAJAMARCA,2012,CHOQUE Y FUGA,338
CAJAMARCA,2012,VOLCADURA,99
CAJAMARCA,2012,CAIDA DE PASAJERO,44
CAJAMARCA,2012,INCENDIO,151
CAJAMARCA,2012,DESPISTE,596
CAJAMARCA,2012,OTRO,471
CAJAMARCA,2013,ATROPELLO,314
CAJAMARCA,2013,ATROPELLO Y FUGA,161
CAJAMARCA,2013,CHOQUE,1237
CAJAMARCA,2013,CHOQUE Y FUGA,423
CAJAMARCA,2013,VOLCADURA,56
CAJAMARCA,2013,CAIDA DE PASAJERO,33
CAJAMARCA,2013,INCENDIO,4
CAJAMARCA,2013,DESPISTE,764
CAJAMARCA,2013,OTRO,164
CAJAMARCA,2014,ATROPELLO,331
CAJAMARCA,2014,ATROPELLO Y FUGA,71
CAJAMARCA,2014,CHOQUE,947
CAJAMARCA,2014,CHOQUE Y FUGA,198
CAJAMARCA,2014,VOLCADURA,77
CAJAMARCA,2014,CAIDA DE PASAJERO,19
CAJAMARCA,2014,INCENDIO,1
CAJAMARCA,2014,DESPISTE,379
CAJAMARCA,2014,OTRO,96
CAJAMARCA,2015,ATROPELLO,209
CAJAMARCA,2015,ATROPELLO Y FUGA,23
CAJAMARCA,2015,CHOQUE,666
CAJAMARCA,2015,CHOQUE Y FUGA,127
CAJAMARCA,2015,VOLCADURA,33
CAJAMARCA,2015,CAIDA DE PASAJERO,21
CAJAMARCA,2015,INCENDIO,0
CAJAMARCA,2015,DESPISTE,146
CAJAMARCA,2015,DESPISTE Y VOLCADURA,18
CAJAMARCA,2015,COLISION,0
CAJAMARCA,2015,CHOQUE Y ATROPELLO,9
CAJAMARCA,2015,OTRO,24
CAJAMARCA,2016,ATROPELLO,260
CAJAMARCA,2016,ATROPELLO Y FUGA,35
CAJAMARCA,2016,CHOQUE,617
CAJAMARCA,2016,CHOQUE Y FUGA,74
CAJAMARCA,2016,VOLCADURA,35
CAJAMARCA,2016,CAIDA DE PASAJERO,21
CAJAMARCA,2016,INCENDIO,2
CAJAMARCA,2016,DESPISTE,159
CAJAMARCA,2016,CHOQUE Y ATROPELLO,4
CAJAMARCA,2016,DESPISTE Y VOLCADURA,30
CAJAMARCA,2016,COLISION,10
CAJAMARCA,2016,OTRO,65
CAJAMARCA,2017,ATROPELLO,278
CAJAMARCA,2017,ATROPELLO Y FUGA,28
CAJAMARCA,2017,CHOQUE,910
CAJAMARCA,2017,CHOQUE Y FUGA,75
CAJAMARCA,2017,VOLCADURA,62
CAJAMARCA,2017,CAIDA DE PASAJERO,27
CAJAMARCA,2017,INCENDIO,0
CAJAMARCA,2017,DESPISTE,282
CAJAMARCA,2017,CHOQUE Y ATROPELLO,13
CAJAMARCA,2017,DESPISTE Y VOLCADURA,52
CAJAMARCA,2017,COLISIÓN,20
CAJAMARCA,2017,OTRO,30
CAJAMARCA,2018,ATROPELLO,304
CAJAMARCA,2018,ATROPELLO Y FUGA,20
CAJAMARCA,2018,CHOQUE,1065
CAJAMARCA,2018,CHOQUE Y FUGA,93
CAJAMARCA,2018,VOLCADURA,74
CAJAMARCA,2018,CAIDA DE PASAJERO,36
CAJAMARCA,2018,INCENDIO,0
CAJAMARCA,2018,DESPISTE,342
CAJAMARCA,2018,CHOQUE Y ATROPELLO,7
CAJAMARCA,2018,DESPISTE Y VOLCADURA,78
CAJAMARCA,2018,COLISIÓN Y FUGA,5
CAJAMARCA,2018,COLISIÓN,18
CAJAMARCA,2018,OTRO,35
CAJAMARCA,2019,ATROPELLO,322
CAJAMARCA,2019,ATROPELLO Y FUGA,43
CAJAMARCA,2019,CHOQUE,1075
CAJAMARCA,2019,CHOQUE Y FUGA,64
CAJAMARCA,2019,VOLCADURA,71
CAJAMARCA,2019,CAIDA DE PASAJERO,17
CAJAMARCA,2019,INCENDIO,0
CAJAMARCA,2019,DESPISTE,339
CAJAMARCA,2019,CHOQUE Y ATROPELLO,10
CAJAMARCA,2019,DESPISTE Y VOLCADURA,57
CAJAMARCA,2019,COLISIÓN Y FUGA,1
CAJAMARCA,2019,COLISIÓN,16
CAJAMARCA,2019,OTRO,72
CAJAMARCA,2020,ATROPELLO,154
CAJAMARCA,2020,ATROPELLO Y FUGA,11
CAJAMARCA,2020,CHOQUE,590
CAJAMARCA,2020,CHOQUE Y FUGA,32
CAJAMARCA,2020,VOLCADURA,66
CAJAMARCA,2020,CAIDA DE PASAJERO,15
CAJAMARCA,2020,INCENDIO,0
CAJAMARCA,2020,DESPISTE,290
CAJAMARCA,2020,CHOQUE Y ATROPELLO,16
CAJAMARCA,2020,DESPISTE Y VOLCADURA,25
CAJAMARCA,2020,COLISIÓN Y FUGA,4
CAJAMARCA,2020,COLISIÓN,12
CAJAMARCA,2020,OTRO,88
CAJAMARCA,2021,ATROPELLO,212
CAJAMARCA,2021,ATROPELLO Y FUGA,28
CAJAMARCA,2021,CHOQUE,902
CAJAMARCA,2021,CHOQUE Y FUGA,101
CAJAMARCA,2021,VOLCADURA,89
CAJAMARCA,2021,CAIDA DE PASAJERO,35
CAJAMARCA,2021,INCENDIO,89
CAJAMARCA,2021,DESPISTE,327
CAJAMARCA,2021,CHOQUE Y ATROPELLO,57
CAJAMARCA,2021,DESPISTE Y VOLCADURA,45
CAJAMARCA,2021,COLISIÓN Y FUGA,3
CAJAMARCA,2021,COLISIÓN,13
CAJAMARCA,2021,OTRO,105
CAJAMARCA,2022,ATROPELLO,236
CAJAMARCA,2022,ATROPELLO Y FUGA,26
CAJAMARCA,2022,CHOQUE,838
CAJAMARCA,2022,CHOQUE Y FUGA,150
CAJAMARCA,2022,VOLCADURA,124
CAJAMARCA,2022,CAIDA DE PASAJERO,21
CAJAMARCA,2022,INCENDIO,2
CAJAMARCA,2022,DESPISTE,400
CAJAMARCA,2022,CHOQUE Y ATROPELLO,46
CAJAMARCA,2022,DESPISTE Y VOLCADURA,59
CAJAMARCA,2022,COLISIÓN Y FUGA,19
CAJAMARCA,2022,COLISIÓN,5
CAJAMARCA,2022,OTRO,182
CAJAMARCA,2023,ATROPELLO,247
CAJAMARCA,2023,ATROPELLO Y FUGA,36
CAJAMARCA,2023,CHOQUE,835
CAJAMARCA,2023,CHOQUE Y FUGA,72
CAJAMARCA,2023,VOLCADURA,167
CAJAMARCA,2023,CAIDA DE PASAJERO,43
CAJAMARCA,2023,INCENDIO,1
CAJAMARCA,2023,DESPISTE,454
CAJAMARCA,2023,CHOQUE Y ATROPELLO,25
CAJAMARCA,2023,DESPISTE Y VOLCADURA,46
CAJAMARCA,2023,COLISIÓN Y FUGA,5
CAJAMARCA,2023,COLISIÓN,2
CAJAMARCA,2023,OTRO,159
CAJAMARCA,2024,ATROPELLO,281
CAJAMARCA,2024,ATROPELLO Y FUGA,30
CAJAMARCA,2024,CHOQUE,925
CAJAMARCA,2024,CHOQUE Y FUGA,89
CAJAMARCA,2024,VOLCADURA,150
CAJAMARCA,2024,CAIDA DE PASAJERO,40
CAJAMARCA,2024,INCENDIO,129
CAJAMARCA,2024,DESPISTE,524
CAJAMARCA,2024,CHOQUE Y ATROPELLO,12
CAJAMARCA,2024,DESPISTE Y VOLCADURA,77
CAJAMARCA,2024,COLISIÓN Y FUGA,1
CAJAMARCA,2024,COLISIÓN,3
CAJAMARCA,2024,OTRO,17
CALLAO,2008,ATROPELLO,946
CALLAO,2008,ATROPELLO Y FUGA,200
CALLAO,2008,CHOQUE,1401
CALLAO,2008,CHOQUE Y FUGA,328
CALLAO,2008,VOLCADURA,96
CALLAO,2008,CAIDA DE PASAJERO,102
CALLAO,2008,INCENDIO,5
CALLAO,2008,OTRO,221
CALLAO,2009,ATROPELLO,790
CALLAO,2009,ATROPELLO Y FUGA,172
CALLAO,2009,CHOQUE,1469
CALLAO,2009,CHOQUE Y FUGA,254
CALLAO,2009,VOLCADURA,88
CALLAO,2009,CAIDA DE PASAJERO,98
CALLAO,2009,INCENDIO,6
CALLAO,2009,OTRO,235
CALLAO,2010,ATROPELLO,657
CALLAO,2010,ATROPELLO Y FUGA,124
CALLAO,2010,CHOQUE,1340
CALLAO,2010,CHOQUE Y FUGA,333
CALLAO,2010,VOLCADURA,38
CALLAO,2010,CAIDA DE PASAJERO,111
CALLAO,2010,INCENDIO,4
CALLAO,2010,DESPISTE,133
CALLAO,2010,OTRO,131
CALLAO,2011,ATROPELLO,630
CALLAO,2011,ATROPELLO Y FUGA,101
CALLAO,2011,CHOQUE,1324
CALLAO,2011,CHOQUE Y FUGA,371
CALLAO,2011,VOLCADURA,39
CALLAO,2011,CAIDA DE PASAJERO,116
CALLAO,2011,INCENDIO,0
CALLAO,2011,DESPISTE,223
CALLAO,2011,OTRO,127
CALLAO,2012,ATROPELLO,627
CALLAO,2012,ATROPELLO Y FUGA,115
CALLAO,2012,CHOQUE,1535
CALLAO,2012,CHOQUE Y FUGA,603
CALLAO,2012,VOLCADURA,37
CALLAO,2012,CAIDA DE PASAJERO,177
CALLAO,2012,INCENDIO,4
CALLAO,2012,DESPISTE,305
CALLAO,2012,OTRO,151
CALLAO,2013,ATROPELLO,692
CALLAO,2013,ATROPELLO Y FUGA,142
CALLAO,2013,CHOQUE,1685
CALLAO,2013,CHOQUE Y FUGA,472
CALLAO,2013,VOLCADURA,70
CALLAO,2013,CAIDA DE PASAJERO,135
CALLAO,2013,INCENDIO,2
CALLAO,2013,DESPISTE,250
CALLAO,2013,OTRO,95
CALLAO,2014,ATROPELLO,551
CALLAO,2014,ATROPELLO Y FUGA,125
CALLAO,2014,CHOQUE,1578
CALLAO,2014,CHOQUE Y FUGA,383
CALLAO,2014,VOLCADURA,38
CALLAO,2014,CAIDA DE PASAJERO,180
CALLAO,2014,INCENDIO,8
CALLAO,2014,DESPISTE,246
CALLAO,2014,OTRO,293
CALLAO,2015,ATROPELLO,533
CALLAO,2015,ATROPELLO Y FUGA,80
CALLAO,2015,CHOQUE,1678
CALLAO,2015,CHOQUE Y FUGA,453
CALLAO,2015,VOLCADURA,29
CALLAO,2015,CAIDA DE PASAJERO,154
CALLAO,2015,INCENDIO,3
CALLAO,2015,DESPISTE,325
CALLAO,2015,DESPISTE Y VOLCADURA,40
CALLAO,2015,COLISION,6
CALLAO,2015,CHOQUE Y ATROPELLO,76
CALLAO,2015,OTRO,177
CALLAO,2016,ATROPELLO,500
CALLAO,2016,ATROPELLO Y FUGA,82
CALLAO,2016,CHOQUE,1634
CALLAO,2016,CHOQUE Y FUGA,411
CALLAO,2016,VOLCADURA,37
CALLAO,2016,CAIDA DE PASAJERO,158
CALLAO,2016,INCENDIO,0
CALLAO,2016,DESPISTE,318
CALLAO,2016,CHOQUE Y ATROPELLO,44
CALLAO,2016,DESPISTE Y VOLCADURA,28
CALLAO,2016,COLISION,0
CALLAO,2016,OTRO,218
CALLAO,2017,ATROPELLO,491
CALLAO,2017,ATROPELLO Y FUGA,92
CALLAO,2017,CHOQUE,1690
CALLAO,2017,CHOQUE Y FUGA,441
CALLAO,2017,VOLCADURA,37
CALLAO,2017,CAIDA DE PASAJERO,110
CALLAO,2017,INCENDIO,4
CALLAO,2017,DESPISTE,276
CALLAO,2017,CHOQUE Y ATROPELLO,29
CALLAO,2017,DESPISTE Y VOLCADURA,35
CALLAO,2017,COLISIÓN,2
CALLAO,2017,OTRO,195
CALLAO,2018,ATROPELLO,484
CALLAO,2018,ATROPELLO Y FUGA,77
CALLAO,2018,CHOQUE,1809
CALLAO,2018,CHOQUE Y FUGA,408
CALLAO,2018,VOLCADURA,28
CALLAO,2018,CAIDA DE PASAJERO,75
