departamento,anio,sexo,grupo_etario,heridos
APURIMAC,2012,MASCULINO,DE 0 A 5 AÑOS,23
APURIMAC,2012,MASCULINO,DE 6 A 12 AÑOS,33
APURIMAC,2012,MASCULINO,DE 13 A 18 AÑOS,47
APURIMAC,2012,MASCULINO,DE 19 A 25 AÑOS,102
APURIMAC,2012,MASCULINO,DE 26 A 60 AÑOS,93
APURIMAC,2012,MASCULINO,DE 60 A MÁS AÑOS,11
APURIMAC,2012,FEMENINO,DE 0 A 5 AÑOS,8
APURIMAC,2012,FEMENINO,DE 6 A 12 AÑOS,12
APURIMAC,2012,FEMENINO,DE 13 A 18 AÑOS,17
APURIMAC,2012,FEMENINO,DE 19 A 25 AÑOS,29
APURIMAC,2012,FEMENINO,DE 26 A 60 AÑOS,45
APURIMAC,2012,FEMENINO,DE 60 A MÁS AÑOS,4
APURIMAC,2013,MASCULINO,DE 0 A 5 AÑOS,11
APURIMAC,2013,MASCULINO,DE 6 A 12 AÑOS,37
APURIMAC,2013,MASCULINO,DE 13 A 18 AÑOS,57
APURIMAC,2013,MASCULINO,DE 19 A 25 AÑOS,101
APURIMAC,2013,MASCULINO,DE 26 A 60 AÑOS,99
APURIMAC,2013,MASCULINO,DE 60 A MÁS AÑOS,10
APURIMAC,2013,FEMENINO,DE 0 A 5 AÑOS,13
APURIMAC,2013,FEMENINO,DE 6 A 12 AÑOS,14
APURIMAC,2013,FEMENINO,DE 13 A 18 AÑOS,19
APURIMAC,2013,FEMENINO,DE 19 A 25 AÑOS,36
APURIMAC,2013,FEMENINO,DE 26 A 60 AÑOS,16
APURIMAC,2013,FEMENINO,DE 60 A MÁS AÑOS,35
APURIMAC,2014,MASCULINO,DE 0 A 5 AÑOS,26
APURIMAC,2014,MASCULINO,DE 6 A 12 AÑOS,19
APURIMAC,2014,MASCULINO,DE 13 A 18 AÑOS,39
APURIMAC,2014,MASCULINO,DE 19 A 25 AÑOS,115
APURIMAC,2014,MASCULINO,DE 26 A 60 AÑOS,110
APURIMAC,2014,MASCULINO,DE 60 A MÁS AÑOS,18
APURIMAC,2014,FEMENINO,DE 0 A 5 AÑOS,6
APURIMAC,2014,FEMENINO,DE 6 A 12 AÑOS,9
APURIMAC,2014,FEMENINO,DE 13 A 18 AÑOS,24
APURIMAC,2014,FEMENINO,DE 19 A 25 AÑOS,59
APURIMAC,2014,FEMENINO,DE 26 A 60 AÑOS,87
APURIMAC,2014,FEMENINO,DE 60 A MÁS AÑOS,14
APURIMAC,2015,MASCULINO,DE 0 A 5 AÑOS,17
APURIMAC,2015,MASCULINO,DE 6 A 12 AÑOS,32
APURIMAC,2015,MASCULINO,DE 13 A 18 AÑOS,35
APURIMAC,2015,MASCULINO,DE 19 A 25 AÑOS,75
APURIMAC,2015,MASCULINO,DE 26 A 60 AÑOS,83
APURIMAC,2015,MASCULINO,DE 60 A MÁS AÑOS,13
APURIMAC,2015,FEMENINO,DE 0 A 5 AÑOS,5
APURIMAC,2015,FEMENINO,DE 6 A 12 AÑOS,4
APURIMAC,2015,FEMENINO,DE 13 A 18 AÑOS,15
APURIMAC,2015,FEMENINO,DE 19 A 25 AÑOS,21
APURIMAC,2015,FEMENINO,DE 26 A 60 AÑOS,40
APURIMAC,2015,FEMENINO,DE 60 A MÁS AÑOS,2
APURIMAC,2016,MASCULINO,DE 0 A 5 AÑOS,20
APURIMAC,2016,MASCULINO,DE 6 A 12 AÑOS,15
APURIMAC,2016,MASCULINO,DE 13 A 18 AÑOS,37
APURIMAC,2016,MASCULINO,DE 19 A 25 AÑOS,47
APURIMAC,2016,MASCULINO,DE 26 A 60 AÑOS,70
APURIMAC,2016,MASCULINO,DE 60 A MÁS AÑOS,10
APURIMAC,2016,FEMENINO,DE 0 A 5 AÑOS,12
APURIMAC,2016,FEMENINO,DE 6 A 12 AÑOS,13
APURIMAC,2016,FEMENINO,DE 13 A 18 AÑOS,16
APURIMAC,2016,FEMENINO,DE 19 A 25 AÑOS,11
APURIMAC,2016,FEMENINO,DE 26 A 60 AÑOS,40
APURIMAC,2016,FEMENINO,DE 60 A MÁS AÑOS,2
APURIMAC,2017,MASCULINO,DE 0 A 5 AÑOS,9
APURIMAC,2017,MASCULINO,DE 6 A 12 AÑOS,20
APURIMAC,2017,MASCULINO,DE 13 A 18 AÑOS,36
APURIMAC,2017,MASCULINO,DE 19 A 25 AÑOS,77
APURIMAC,2017,MASCULINO,DE 26 A 60 AÑOS,154
APURIMAC,2017,MASCULINO,DE 60 A MÁS AÑOS,7
APURIMAC,2017,FEMENINO,DE 0 A 5 AÑOS,6
APURIMAC,2017,FEMENINO,DE 6 A 12 AÑOS,10
APURIMAC,2017,FEMENINO,DE 13 A 18 AÑOS,14
APURIMAC,2017,FEMENINO,DE 19 A 25 AÑOS,31
APURIMAC,2017,FEMENINO,DE 26 A 60 AÑOS,36
APURIMAC,2017,FEMENINO,DE 60 A MÁS AÑOS,4
APURIMAC,2018,MASCULINO,DE 0 A 5 AÑOS,26
APURIMAC,2018,MASCULINO,DE 6 A 11 AÑOS,32
APURIMAC,2018,MASCULINO,DE 12 A 17 AÑOS,64
APURIMAC,2018,MASCULINO,DE 18 A 29 AÑOS,133
APURIMAC,2018,MASCULINO,DE 30 A 59 AÑOS,227
APURIMAC,2018,MASCULINO,DE 60 A MÁS AÑOS,21
APURIMAC,2018,FEMENINO,DE 0 A 5 AÑOS,22
APURIMAC,2018,FEMENINO,DE 6 A 11 AÑOS,27
APURIMAC,2018,FEMENINO,DE 12 A 17 AÑOS,23
APURIMAC,2018,FEMENINO,DE 18 A 29 AÑOS,82
APURIMAC,2018,FEMENINO,DE 30 A 59 AÑOS,90
APURIMAC,2018,FEMENINO,DE 60 A MÁS AÑOS,11
APURIMAC,2019,MASCULINO,DE 0 A 5 AÑOS,26
APURIMAC,2019,MASCULINO,DE 6 A 11 AÑOS,43
APURIMAC,2019,MASCULINO,DE 12 A 17 AÑOS,31
APURIMAC,2019,MASCULINO,DE 18 A 29 AÑOS,195
APURIMAC,2019,MASCULINO,DE 30 A 59 AÑOS,209
APURIMAC,2019,MASCULINO,DE 60 A MÁS AÑOS,27
APURIMAC,2019,FEMENINO,DE 0 A 5 AÑOS,22
APURIMAC,2019,FEMENINO,DE 6 A 11 AÑOS,48
APURIMAC,2019,FEMENINO,DE 12 A 17 AÑOS,29
APURIMAC,2019,FEMENINO,DE 18 A 29 AÑOS,75
APURIMAC,2019,FEMENINO,DE 30 A 59 AÑOS,111
APURIMAC,2019,FEMENINO,DE 60 A MÁS AÑOS,28
APURIMAC,2020,MASCULINO,DE 0 A 5 AÑOS,11
APURIMAC,2020,MASCULINO,DE 6 A 11 AÑOS,14
APURIMAC,2020,MASCULINO,DE 12 A 17 AÑOS,31
APURIMAC,2020,MASCULINO,DE 18 A 29 AÑOS,174
APURIMAC,2020,MASCULINO,DE 30 A 59 AÑOS,165
APURIMAC,2020,MASCULINO,DE 60 A MÁS AÑOS,13
APURIMAC,2020,FEMENINO,DE 0 A 5 AÑOS,8
APURIMAC,2020,FEMENINO,DE 6 A 11 AÑOS,12
APURIMAC,2020,FEMENINO,DE 12 A 17 AÑOS,18
APURIMAC,2020,FEMENINO,DE 18 A 29 AÑOS,54
APURIMAC,2020,FEMENINO,DE 30 A 59 AÑOS,69
APURIMAC,2020,FEMENINO,DE 60 A MÁS AÑOS,11
APURIMAC,2021,MASCULINO,DE 0 A 5 AÑOS,23
APURIMAC,2021,MASCULINO,DE 6 A 11 AÑOS,16
APURIMAC,2021,MASCULINO,DE 12 A 17 AÑOS,47
APURIMAC,2021,MASCULINO,DE 18 A 29 AÑOS,204
APURIMAC,2021,MASCULINO,DE 30 A 59 AÑOS,214
APURIMAC,2021,MASCULINO,DE 60 A MÁS AÑOS,16
APURIMAC,2021,FEMENINO,DE 0 A 5 AÑOS,4
APURIMAC,2021,FEMENINO,DE 6 A 11 AÑOS,14
APURIMAC,2021,FEMENINO,DE 12 A 17 AÑOS,14
APURIMAC,2021,FEMENINO,DE 18 A 29 AÑOS,73
APURIMAC,2021,FEMENINO,DE 30 A 59 AÑOS,75
APURIMAC,2021,FEMENINO,DE 60 A MÁS AÑOS,11
APURIMAC,2022,MASCULINO,DE 0 A 5 AÑOS,11
APURIMAC,2022,MASCULINO,DE 6 A 11 AÑOS,14
APURIMAC,2022,MASCULINO,DE 12 A 17 AÑOS,56
APURIMAC,2022,MASCULINO,DE 18 A 29 AÑOS,152
APURIMAC,2022,MASCULINO,DE 30 A 59 AÑOS,167
APURIMAC,2022,MASCULINO,DE 60 A MÁS AÑOS,13
APURIMAC,2022,FEMENINO,DE 0 A 5 AÑOS,5
APURIMAC,2022,FEMENINO,DE 6 A 11 AÑOS,12
APURIMAC,2022,FEMENINO,DE 12 A 17 AÑOS,36
APURIMAC,2022,FEMENINO,DE 18 A 29 AÑOS,77
APURIMAC,2022,FEMENINO,DE 30 A 59 AÑOS,83
APURIMAC,2022,FEMENINO,DE 60 A MÁS AÑOS,4
APURIMAC,2023,MASCULINO,DE 0 A 5 AÑOS,6
APURIMAC,2023,MASCULINO,DE 6 A 11 AÑOS,13
APURIMAC,2023,MASCULINO,DE 12 A 17 AÑOS,78
APURIMAC,2023,MASCULINO,DE 18 A 29 AÑOS,154
APURIMAC,2023,MASCULINO,DE 30 A 59 AÑOS,106
APURIMAC,2023,MASCULINO,DE 60 A MÁS AÑOS,13
APURIMAC,2023,FEMENINO,DE 0 A 5 AÑOS,5
APURIMAC,2023,FEMENINO,DE 6 A 11 AÑOS,15
APURIMAC,2023,FEMENINO,DE 12 A 17 AÑOS,30
APURIMAC,2023,FEMENINO,DE 18 A 29 AÑOS,69
APURIMAC,2023,FEMENINO,DE 30 A 59 AÑOS,50
APURIMAC,2023,FEMENINO,DE 60 A MÁS AÑOS,11
APURIMAC,2024,MASCULINO,DE 0 A 5 AÑOS,4
APURIMAC,2024,MASCULINO,DE 6 A 11 AÑOS,12
APURIMAC,2024,MASCULINO,DE 12 A 17 AÑOS,23
APURIMAC,2024,MASCULINO,DE 18 A 29 AÑOS,152
APURIMAC,2024,MASCULINO,DE 30 A 59 AÑOS,147
APURIMAC,2024,MASCULINO,DE 60 A MÁS AÑOS,7
APURIMAC,2024,FEMENINO,DE 0 A 5 AÑOS,4
APURIMAC,2024,FEMENINO,DE 6 A 11 AÑOS,7
APURIMAC,2024,FEMENINO,DE 12 A 17 AÑOS,15
APURIMAC,2024,FEMENINO,DE 18 A 29 AÑOS,60
APURIMAC,2024,FEMENINO,DE 30 A 59 AÑOS,65
APURIMAC,2024,FEMENINO,DE 60 A MÁS AÑOS,14
AREQUIPA,2008,MASCULINO,MENOR DE 18 AÑOS,554
AREQUIPA,2008,MASCULINO,MAYOR DE 18 AÑOS,2401
AREQUIPA,2008,FEMENINO,MENOR DE 18 AÑOS,348
AREQUIPA,2008,FEMENINO,MAYOR DE 18 AÑOS,1132
AREQUIPA,2009,MASCULINO,MENOR DE 18 AÑOS,587
AREQUIPA,2009,MASCULINO,MAYOR DE 18 AÑOS,2162
AREQUIPA,2009,FEMENINO,MENOR DE 18 AÑOS,385
AREQUIPA,2009,FEMENINO,MAYOR DE 18 AÑOS,1087
AREQUIPA,2010,MASCULINO,DE 0 A 5 AÑOS,8
AREQUIPA,2010,MASCULINO,DE 6 A 12 AÑOS,30
AREQUIPA,2010,MASCULINO,DE 13 A 18 AÑOS,332
AREQUIPA,2010,MASCULINO,DE 19 A 25 AÑOS,818
AREQUIPA,2010,MASCULINO,DE 26 A 60 AÑOS,1122
AREQUIPA,2010,MASCULINO,DE 60 A MÁS AÑOS,24
AREQUIPA,2010,FEMENINO,DE 0 A 5 AÑOS,78
AREQUIPA,2010,FEMENINO,DE 6 A 12 AÑOS,22
AREQUIPA,2010,FEMENINO,DE 13 A 18 AÑOS,212
AREQUIPA,2010,FEMENINO,DE 19 A 25 AÑOS,711
AREQUIPA,2010,FEMENINO,DE 26 A 60 AÑOS,240
AREQUIPA,2010,FEMENINO,DE 60 A MÁS AÑOS,35
AREQUIPA,2011,MASCULINO,DE 0 A 5 AÑOS,48
AREQUIPA,2011,MASCULINO,DE 6 A 12 AÑOS,125
AREQUIPA,2011,MASCULINO,DE 13 A 18 AÑOS,485
AREQUIPA,2011,MASCULINO,DE 19 A 25 AÑOS,872
AREQUIPA,2011,MASCULINO,DE 26 A 60 AÑOS,784
AREQUIPA,2011,MASCULINO,DE 60 A MÁS AÑOS,109
AREQUIPA,2011,FEMENINO,DE 0 A 5 AÑOS,32
AREQUIPA,2011,FEMENINO,DE 6 A 12 AÑOS,107
AREQUIPA,2011,FEMENINO,DE 13 A 18 AÑOS,286
AREQUIPA,2011,FEMENINO,DE 19 A 25 AÑOS,505
AREQUIPA,2011,FEMENINO,DE 26 A 60 AÑOS,436
AREQUIPA,2011,FEMENINO,DE 60 A MÁS AÑOS,55
AREQUIPA,2012,MASCULINO,DE 0 A 5 AÑOS,53
AREQUIPA,2012,MASCULINO,DE 6 A 12 AÑOS,111
AREQUIPA,2012,MASCULINO,DE 13 A 18 AÑOS,275
AREQUIPA,2012,MASCULINO,DE 19 A 25 AÑOS,854
AREQUIPA,2012,MASCULINO,DE 26 A 60 AÑOS,999
AREQUIPA,2012,MASCULINO,DE 60 A MÁS AÑOS,106
AREQUIPA,2012,FEMENINO,DE 0 A 5 AÑOS,40
AREQUIPA,2012,FEMENINO,DE 6 A 12 AÑOS,92
AREQUIPA,2012,FEMENINO,DE 13 A 18 AÑOS,131
AREQUIPA,2012,FEMENINO,DE 19 A 25 AÑOS,521
AREQUIPA,2012,FEMENINO,DE 26 A 60 AÑOS,402
AREQUIPA,2012,FEMENINO,DE 60 A MÁS AÑOS,130
AREQUIPA,2013,MASCULINO,DE 0 A 5 AÑOS,78
AREQUIPA,2013,MASCULINO,DE 6 A 12 AÑOS,97
AREQUIPA,2013,MASCULINO,DE 13 A 18 AÑOS,249
AREQUIPA,2013,MASCULINO,DE 19 A 25 AÑOS,885
AREQUIPA,2013,MASCULINO,DE 26 A 60 AÑOS,1255
AREQUIPA,2013,MASCULINO,DE 60 A MÁS AÑOS,125
AREQUIPA,2013,FEMENINO,DE 0 A 5 AÑOS,28
AREQUIPA,2013,FEMENINO,DE 6 A 12 AÑOS,72
AREQUIPA,2013,FEMENINO,DE 13 A 18 AÑOS,127
AREQUIPA,2013,FEMENINO,DE 19 A 25 AÑOS,369
AREQUIPA,2013,FEMENINO,DE 26 A 60 AÑOS,648
AREQUIPA,2013,FEMENINO,DE 60 A MÁS AÑOS,108
AREQUIPA,2014,MASCULINO,DE 0 A 5 AÑOS,78
AREQUIPA,2014,MASCULINO,DE 6 A 12 AÑOS,131
AREQUIPA,2014,MASCULINO,DE 13 A 18 AÑOS,157
AREQUIPA,2014,MASCULINO,DE 19 A 25 AÑOS,663
AREQUIPA,2014,MASCULINO,DE 26 A 60 AÑOS,1149
AREQUIPA,2014,MASCULINO,DE 60 A MÁS AÑOS,129
AREQUIPA,2014,FEMENINO,DE 0 A 5 AÑOS,44
AREQUIPA,2014,FEMENINO,DE 6 A 12 AÑOS,89
AREQUIPA,2014,FEMENINO,DE 13 A 18 AÑOS,134
AREQUIPA,2014,FEMENINO,DE 19 A 25 AÑOS,355
AREQUIPA,2014,FEMENINO,DE 26 A 60 AÑOS,588
AREQUIPA,2014,FEMENINO,DE 60 A MÁS AÑOS,100
AREQUIPA,2015,MASCULINO,DE 0 A 5 AÑOS,139
AREQUIPA,2015,MASCULINO,DE 6 A 12 AÑOS,136
AREQUIPA,2015,MASCULINO,DE 13 A 18 AÑOS,145
AREQUIPA,2015,MASCULINO,DE 19 A 25 AÑOS,493
AREQUIPA,2015,MASCULINO,DE 26 A 60 AÑOS,962
AREQUIPA,2015,MASCULINO,DE 60 A MÁS AÑOS,125
AREQUIPA,2015,FEMENINO,DE 0 A 5 AÑOS,52
AREQUIPA,2015,FEMENINO,DE 6 A 12 AÑOS,97
AREQUIPA,2015,FEMENINO,DE 13 A 18 AÑOS,155
AREQUIPA,2015,FEMENINO,DE 19 A 25 AÑOS,296
AREQUIPA,2015,FEMENINO,DE 26 A 60 AÑOS,498
AREQUIPA,2015,FEMENINO,DE 60 A MÁS AÑOS,102
AREQUIPA,2016,MASCULINO,DE 0 A 5 AÑOS,118
AREQUIPA,2016,MASCULINO,DE 6 A 12 AÑOS,104
AREQUIPA,2016,MASCULINO,DE 13 A 18 AÑOS,162
AREQUIPA,2016,MASCULINO,DE 19 A 25 AÑOS,461
AREQUIPA,2016,MASCULINO,DE 26 A 60 AÑOS,973
AREQUIPA,2016,MASCULINO,DE 60 A MÁS AÑOS,152
AREQUIPA,2016,FEMENINO,DE 0 A 5 AÑOS,82
AREQUIPA,2016,FEMENINO,DE 6 A 12 AÑOS,112
AREQUIPA,2016,FEMENINO,DE 13 A 18 AÑOS,128
AREQUIPA,2016,FEMENINO,DE 19 A 25 AÑOS,344
AREQUIPA,2016,FEMENINO,DE 26 A 60 AÑOS,535
AREQUIPA,2016,FEMENINO,DE 60 A MÁS AÑOS,90
AREQUIPA,2017,MASCULINO,DE 0 A 5 AÑOS,58
AREQUIPA,2017,MASCULINO,DE 6 A 12 AÑOS,76
AREQUIPA,2017,MASCULINO,DE 13 A 18 AÑOS,129
AREQUIPA,2017,MASCULINO,DE 19 A 25 AÑOS,434
AREQUIPA,2017,MASCULINO,DE 26 A 60 AÑOS,961
AREQUIPA,2017,MASCULINO,DE 60 A MÁS AÑOS,124
AREQUIPA,2017,FEMENINO,DE 0 A 5 AÑOS,51
AREQUIPA,2017,FEMENINO,DE 6 A 12 AÑOS,65
AREQUIPA,2017,FEMENINO,DE 13 A 18 AÑOS,83
AREQUIPA,2017,FEMENINO,DE 19 A 25 AÑOS,260
AREQUIPA,2017,FEMENINO,DE 26 A 60 AÑOS,522
AREQUIPA,2017,FEMENINO,DE 60 A MÁS AÑOS,71
AREQUIPA,2018,MASCULINO,DE 0 A 5 AÑOS,45
AREQUIPA,2018,MASCULINO,DE 6 A 11 AÑOS,77
AREQUIPA,2018,MASCULINO,DE 12 A 17 AÑOS,130
AREQUIPA,2018,MASCULINO,DE 18 A 29 AÑOS,744
AREQUIPA,2018,MASCULINO,DE 30 A 59 AÑOS,812
AREQUIPA,2018,MASCULINO,DE 60 A MÁS AÑOS,154
AREQUIPA,2018,FEMENINO,DE 0 A 5 AÑOS,43
AREQUIPA,2018,FEMENINO,DE 6 A 11 AÑOS,76
AREQUIPA,2018,FEMENINO,DE 12 A 17 AÑOS,107
AREQUIPA,2018,FEMENINO,DE 18 A 29 AÑOS,409
AREQUIPA,2018,FEMENINO,DE 30 A 59 AÑOS,459
AREQUIPA,2018,FEMENINO,DE 60 A MÁS AÑOS,91
AREQUIPA,2019,MASCULINO,DE 0 A 5 AÑOS,71
AREQUIPA,2019,MASCULINO,DE 6 A 11 AÑOS,76
AREQUIPA,2019,MASCULINO,DE 12 A 17 AÑOS,83
AREQUIPA,2019,MASCULINO,DE 18 A 29 AÑOS,635
AREQUIPA,2019,MASCULINO,DE 30 A 59 AÑOS,883
AREQUIPA,2019,MASCULINO,DE 60 A MÁS AÑOS,135
AREQUIPA,2019,FEMENINO,DE 0 A 5 AÑOS,65
AREQUIPA,2019,FEMENINO,DE 6 A 11 AÑOS,46
AREQUIPA,2019,FEMENINO,DE 12 A 17 AÑOS,64
AREQUIPA,2019,FEMENINO,DE 18 A 29 AÑOS,405
AREQUIPA,2019,FEMENINO,DE 30 A 59 AÑOS,481
AREQUIPA,2019,FEMENINO,DE 60 A MÁS AÑOS,78
AREQUIPA,2020,MASCULINO,DE 0 A 5 AÑOS,20
AREQUIPA,2020,MASCULINO,DE 6 A 11 AÑOS,28
AREQUIPA,2020,MASCULINO,DE 12 A 17 AÑOS,41
AREQUIPA,2020,MASCULINO,DE 18 A 29 AÑOS,441
AREQUIPA,2020,MASCULINO,DE 30 A 59 AÑOS,523
AREQUIPA,2020,MASCULINO,DE 60 A MÁS AÑOS,77
AREQUIPA,2020,FEMENINO,DE 0 A 5 AÑOS,24
AREQUIPA,2020,FEMENINO,DE 6 A 11 AÑOS,18
AREQUIPA,2020,FEMENINO,DE 12 A 17 AÑOS,25
AREQUIPA,2020,FEMENINO,DE 18 A 29 AÑOS,226
AREQUIPA,2020,FEMENINO,DE 30 A 59 AÑOS,221
AREQUIPA,2020,FEMENINO,DE 60 A MÁS AÑOS,46
AREQUIPA,2021,MASCULINO,DE 0 A 5 AÑOS,18
AREQUIPA,2021,MASCULINO,DE 6 A 11 AÑOS,39
AREQUIPA,2021,MASCULINO,DE 12 A 17 AÑOS,70
AREQUIPA,2021,MASCULINO,DE 18 A 29 AÑOS,608
AREQUIPA,2021,MASCULINO,DE 30 A 59 AÑOS,763
AREQUIPA,2021,MASCULINO,DE 60 A MÁS AÑOS,77
AREQUIPA,2021,FEMENINO,DE 0 A 5 AÑOS,20
AREQUIPA,2021,FEMENINO,DE 6 A 11 AÑOS,28
AREQUIPA,2021,FEMENINO,DE 12 A 17 AÑOS,58
AREQUIPA,2021,FEMENINO,DE 18 A 29 AÑOS,289
AREQUIPA,2021,FEMENINO,DE 30 A 59 AÑOS,348
AREQUIPA,2021,FEMENINO,DE 60 A MÁS AÑOS,36
AREQUIPA,2022,MASCULINO,DE 0 A 5 AÑOS,35
AREQUIPA,2022,MASCULINO,DE 6 A 11 AÑOS,49
AREQUIPA,2022,MASCULINO,DE 12 A 17 AÑOS,97
AREQUIPA,2022,MASCULINO,DE 18 A 29 AÑOS,643
AREQUIPA,2022,MASCULINO,DE 30 A 59 AÑOS,837
AREQUIPA,2022,MASCULINO,DE 60 A MÁS AÑOS,84
AREQUIPA,2022,FEMENINO,DE 0 A 5 AÑOS,41
AREQUIPA,2022,FEMENINO,DE 6 A 11 AÑOS,56
AREQUIPA,2022,FEMENINO,DE 12 A 17 AÑOS,70
AREQUIPA,2022,FEMENINO,DE 18 A 29 AÑOS,301
AREQUIPA,2022,FEMENINO,DE 30 A 59 AÑOS,401
AREQUIPA,2022,FEMENINO,DE 60 A MÁS AÑOS,62
AREQUIPA,2023,MASCULINO,DE 0 A 5 AÑOS,84
AREQUIPA,2023,MASCULINO,DE 6 A 11 AÑOS,80
AREQUIPA,2023,MASCULINO,DE 12 A 17 AÑOS,108
AREQUIPA,2023,MASCULINO,DE 18 A 29 AÑOS,705
AREQUIPA,2023,MASCULINO,DE 30 A 59 AÑOS,868
AREQUIPA,2023,MASCULINO,DE 60 A MÁS AÑOS,138
AREQUIPA,2023,FEMENINO,DE 0 A 5 AÑOS,87
AREQUIPA,2023,FEMENINO,DE 6 A 11 AÑOS,54
AREQUIPA,2023,FEMENINO,DE 12 A 17 AÑOS,93
AREQUIPA,2023,FEMENINO,DE 18 A 29 AÑOS,329
AREQUIPA,2023,FEMENINO,DE 30 A 59 AÑOS,343
AREQUIPA,2023,FEMENINO,DE 60 A MÁS AÑOS,82
AREQUIPA,2024,MASCULINO,DE 0 A 5 AÑOS,29
AREQUIPA,2024,MASCULINO,DE 6 A 11 AÑOS,58
AREQUIPA,2024,MASCULINO,DE 12 A 17 AÑOS,91
AREQUIPA,2024,MASCULINO,DE 18 A 29 AÑOS,677
AREQUIPA,2024,MASCULINO,DE 30 A 59 AÑOS,1028
AREQUIPA,2024,MASCULINO,DE 60 A MÁS AÑOS,129
AREQUIPA,2024,FEMENINO,DE 0 A 5 AÑOS,41
AREQUIPA,2024,FEMENINO,DE 6 A 11 AÑOS,42
AREQUIPA,2024,FEMENINO,DE 12 A 17 AÑOS,98
AREQUIPA,2024,FEMENINO,DE 18 A 29 AÑOS,321
AREQUIPA,2024,FEMENINO,DE 30 A 59 AÑOS,440
AREQUIPA,2024,FEMENINO,DE 60 A MÁS AÑOS,97
AYACUCHO,2008,MASCULINO,MENOR DE 18 AÑOS,84
AYACUCHO,2008,MASCULINO,MAYOR DE 18 AÑOS,298
AYACUCHO,2008,FEMENINO,MENOR DE 18 AÑOS,72
AYACUCHO,2008,FEMENINO,MAYOR DE 18 AÑOS,120
AYACUCHO,2009,MASCULINO,MENOR DE 18 AÑOS,43
AYACUCHO,2009,MASCULINO,MAYOR DE 18 AÑOS,257
AYACUCHO,2009,FEMENINO,MENOR DE 18 AÑOS,42
AYACUCHO,2009,FEMENINO,MAYOR DE 18 AÑOS,141
AYACUCHO,2010,MASCULINO,DE 0 A 5 AÑOS,33
AYACUCHO,2010,MASCULINO,DE 6 A 12 AÑOS,69
AYACUCHO,2010,MASCULINO,DE 13 A 18 AÑOS,33
AYACUCHO,2010,MASCULINO,DE 19 A 25 AÑOS,98
AYACUCHO,2010,MASCULINO,DE 26 A 60 AÑOS,158
AYACUCHO,2010,MASCULINO,DE 60 A MÁS AÑOS,40
AYACUCHO,2010,FEMENINO,DE 0 A 5 AÑOS,24
AYACUCHO,2010,FEMENINO,DE 6 A 12 AÑOS,44
AYACUCHO,2010,FEMENINO,DE 13 A 18 AÑOS,49
AYACUCHO,2010,FEMENINO,DE 19 A 25 AÑOS,65
AYACUCHO,2010,FEMENINO,DE 26 A 60 AÑOS,88
AYACUCHO,2010,FEMENINO,DE 60 A MÁS AÑOS,23
AYACUCHO,2011,MASCULINO,DE 0 A 5 AÑOS,30
AYACUCHO,2011,MASCULINO,DE 6 A 12 AÑOS,18
AYACUCHO,2011,MASCULINO,DE 13 A 18 AÑOS,21
AYACUCHO,2011,MASCULINO,DE 19 A 25 AÑOS,78
AYACUCHO,2011,MASCULINO,DE 26 A 60 AÑOS,157
AYACUCHO,2011,MASCULINO,DE 60 A MÁS AÑOS,13
AYACUCHO,2011,FEMENINO,DE 0 A 5 AÑOS,13
AYACUCHO,2011,FEMENINO,DE 6 A 12 AÑOS,13
AYACUCHO,2011,FEMENINO,DE 13 A 18 AÑOS,24
AYACUCHO,2011,FEMENINO,DE 19 A 25 AÑOS,40
AYACUCHO,2011,FEMENINO,DE 26 A 60 AÑOS,97
AYACUCHO,2011,FEMENINO,DE 60 A MÁS AÑOS,6
AYACUCHO,2012,MASCULINO,DE 0 A 5 AÑOS,29
AYACUCHO,2012,MASCULINO,DE 6 A 12 AÑOS,33
AYACUCHO,2012,MASCULINO,DE 13 A 18 AÑOS,45
AYACUCHO,2012,MASCULINO,DE 19 A 25 AÑOS,85
AYACUCHO,2012,MASCULINO,DE 26 A 60 AÑOS,219
AYACUCHO,2012,MASCULINO,DE 60 A MÁS AÑOS,25
AYACUCHO,2012,FEMENINO,DE 0 A 5 AÑOS,16
AYACUCHO,2012,FEMENINO,DE 6 A 12 AÑOS,36
AYACUCHO,2012,FEMENINO,DE 13 A 18 AÑOS,38
AYACUCHO,2012,FEMENINO,DE 19 A 25 AÑOS,68
AYACUCHO,2012,FEMENINO,DE 26 A 60 AÑOS,111
AYACUCHO,2012,FEMENINO,DE 60 A MÁS AÑOS,5
AYACUCHO,2013,MASCULINO,DE 0 A 5 AÑOS,19
AYACUCHO,2013,MASCULINO,DE 6 A 12 AÑOS,47
AYACUCHO,2013,MASCULINO,DE 13 A 18 AÑOS,53
AYACUCHO,2013,MASCULINO,DE 19 A 25 AÑOS,108
AYACUCHO,2013,MASCULINO,DE 26 A 60 AÑOS,206
AYACUCHO,2013,MASCULINO,DE 60 A MÁS AÑOS,38
AYACUCHO,2013,FEMENINO,DE 0 A 5 AÑOS,10
AYACUCHO,2013,FEMENINO,DE 6 A 12 AÑOS,32
AYACUCHO,2013,FEMENINO,DE 13 A 18 AÑOS,32
AYACUCHO,2013,FEMENINO,DE 19 A 25 AÑOS,49
AYACUCHO,2013,FEMENINO,DE 26 A 60 AÑOS,142
AYACUCHO,2013,FEMENINO,DE 60 A MÁS AÑOS,16
AYACUCHO,2014,MASCULINO,DE 0 A 5 AÑOS,21
