departamento,anio,sexo,grupo_etario,heridos
CAJAMARCA,2018,MASCULINO,DE 6 A 11 AÑOS,55
CAJAMARCA,2018,MASCULINO,DE 12 A 17 AÑOS,97
CAJAMARCA,2018,MASCULINO,DE 18 A 29 AÑOS,352
CAJAMARCA,2018,MASCULINO,DE 30 A 59 AÑOS,496
CAJAMARCA,2018,MASCULINO,DE 60 A MÁS AÑOS,68
CAJAMARCA,2018,FEMENINO,DE 0 A 5 AÑOS,39
CAJAMARCA,2018,FEMENINO,DE 6 A 11 AÑOS,51
CAJAMARCA,2018,FEMENINO,DE 12 A 17 AÑOS,85
CAJAMARCA,2018,FEMENINO,DE 18 A 29 AÑOS,190
CAJAMARCA,2018,FEMENINO,DE 30 A 59 AÑOS,302
CAJAMARCA,2018,FEMENINO,DE 60 A MÁS AÑOS,41
CAJAMARCA,2019,MASCULINO,DE 0 A 5 AÑOS,50
CAJAMARCA,2019,MASCULINO,DE 6 A 11 AÑOS,65
CAJAMARCA,2019,MASCULINO,DE 12 A 17 AÑOS,93
CAJAMARCA,2019,MASCULINO,DE 18 A 29 AÑOS,422
CAJAMARCA,2019,MASCULINO,DE 30 A 59 AÑOS,513
CAJAMARCA,2019,MASCULINO,DE 60 A MÁS AÑOS,88
CAJAMARCA,2019,FEMENINO,DE 0 A 5 AÑOS,25
CAJAMARCA,2019,FEMENINO,DE 6 A 11 AÑOS,59
CAJAMARCA,2019,FEMENINO,DE 12 A 17 AÑOS,43
CAJAMARCA,2019,FEMENINO,DE 18 A 29 AÑOS,211
CAJAMARCA,2019,FEMENINO,DE 30 A 59 AÑOS,233
CAJAMARCA,2019,FEMENINO,DE 60 A MÁS AÑOS,82
CAJAMARCA,2020,MASCULINO,DE 0 A 5 AÑOS,19
CAJAMARCA,2020,MASCULINO,DE 6 A 11 AÑOS,71
CAJAMARCA,2020,MASCULINO,DE 12 A 17 AÑOS,69
CAJAMARCA,2020,MASCULINO,DE 18 A 29 AÑOS,445
CAJAMARCA,2020,MASCULINO,DE 30 A 59 AÑOS,336
CAJAMARCA,2020,MASCULINO,DE 60 A MÁS AÑOS,52
CAJAMARCA,2020,FEMENINO,DE 0 A 5 AÑOS,6
CAJAMARCA,2020,FEMENINO,DE 6 A 11 AÑOS,12
CAJAMARCA,2020,FEMENINO,DE 12 A 17 AÑOS,30
CAJAMARCA,2020,FEMENINO,DE 18 A 29 AÑOS,182
CAJAMARCA,2020,FEMENINO,DE 30 A 59 AÑOS,150
CAJAMARCA,2020,FEMENINO,DE 60 A MÁS AÑOS,27
CAJAMARCA,2021,MASCULINO,DE 0 A 5 AÑOS,16
CAJAMARCA,2021,MASCULINO,DE 6 A 11 AÑOS,29
CAJAMARCA,2021,MASCULINO,DE 12 A 17 AÑOS,85
CAJAMARCA,2021,MASCULINO,DE 18 A 29 AÑOS,495
CAJAMARCA,2021,MASCULINO,DE 30 A 59 AÑOS,555
CAJAMARCA,2021,MASCULINO,DE 60 A MÁS AÑOS,59
CAJAMARCA,2021,FEMENINO,DE 0 A 5 AÑOS,11
CAJAMARCA,2021,FEMENINO,DE 6 A 11 AÑOS,18
CAJAMARCA,2021,FEMENINO,DE 12 A 17 AÑOS,30
CAJAMARCA,2021,FEMENINO,DE 18 A 29 AÑOS,97
CAJAMARCA,2021,FEMENINO,DE 30 A 59 AÑOS,151
CAJAMARCA,2021,FEMENINO,DE 60 A MÁS AÑOS,36
CAJAMARCA,2022,MASCULINO,DE 0 A 5 AÑOS,12
CAJAMARCA,2022,MASCULINO,DE 6 A 11 AÑOS,39
CAJAMARCA,2022,MASCULINO,DE 12 A 17 AÑOS,74
CAJAMARCA,2022,MASCULINO,DE 18 A 29 AÑOS,420
CAJAMARCA,2022,MASCULINO,DE 30 A 59 AÑOS,714
CAJAMARCA,2022,MASCULINO,DE 60 A MÁS AÑOS,61
CAJAMARCA,2022,FEMENINO,DE 0 A 5 AÑOS,18
CAJAMARCA,2022,FEMENINO,DE 6 A 11 AÑOS,25
CAJAMARCA,2022,FEMENINO,DE 12 A 17 AÑOS,41
CAJAMARCA,2022,FEMENINO,DE 18 A 29 AÑOS,177
CAJAMARCA,2022,FEMENINO,DE 30 A 59 AÑOS,172
CAJAMARCA,2022,FEMENINO,DE 60 A MÁS AÑOS,49
CAJAMARCA,2023,MASCULINO,DE 0 A 5 AÑOS,24
CAJAMARCA,2023,MASCULINO,DE 6 A 11 AÑOS,27
CAJAMARCA,2023,MASCULINO,DE 12 A 17 AÑOS,76
CAJAMARCA,2023,MASCULINO,DE 18 A 29 AÑOS,454
CAJAMARCA,2023,MASCULINO,DE 30 A 59 AÑOS,758
CAJAMARCA,2023,MASCULINO,DE 60 A MÁS AÑOS,82
CAJAMARCA,2023,FEMENINO,DE 0 A 5 AÑOS,20
CAJAMARCA,2023,FEMENINO,DE 6 A 11 AÑOS,18
CAJAMARCA,2023,FEMENINO,DE 12 A 17 AÑOS,79
CAJAMARCA,2023,FEMENINO,DE 18 A 29 AÑOS,153
CAJAMARCA,2023,FEMENINO,DE 30 A 59 AÑOS,173
CAJAMARCA,2023,FEMENINO,DE 60 A MÁS AÑOS,30
CAJAMARCA,2024,MASCULINO,DE 0 A 5 AÑOS,17
CAJAMARCA,2024,MASCULINO,DE 6 A 11 AÑOS,43
CAJAMARCA,2024,MASCULINO,DE 12 A 17 AÑOS,98
CAJAMARCA,2024,MASCULINO,DE 18 A 29 AÑOS,546
CAJAMARCA,2024,MASCULINO,DE 30 A 59 AÑOS,747
CAJAMARCA,2024,MASCULINO,DE 60 A MÁS AÑOS,143
CAJAMARCA,2024,FEMENINO,DE 0 A 5 AÑOS,16
CAJAMARCA,2024,FEMENINO,DE 6 A 11 AÑOS,27
CAJAMARCA,2024,FEMENINO,DE 12 A 17 AÑOS,66
CAJAMARCA,2024,FEMENINO,DE 18 A 29 AÑOS,192
CAJAMARCA,2024,FEMENINO,DE 30 A 59 AÑOS,263
CAJAMARCA,2024,FEMENINO,DE 60 A MÁS AÑOS,49
CALLAO,2008,MASCULINO,MENOR DE 18 AÑOS,248
CALLAO,2008,MASCULINO,MAYOR DE 18 AÑOS,1260
CALLAO,2008,FEMENINO,MENOR DE 18 AÑOS,107
CALLAO,2008,FEMENINO,MAYOR DE 18 AÑOS,512
CALLAO,2009,MASCULINO,MENOR DE 18 AÑOS,202
CALLAO,2009,MASCULINO,MAYOR DE 18 AÑOS,1132
CALLAO,2009,FEMENINO,MENOR DE 18 AÑOS,148
CALLAO,2009,FEMENINO,MAYOR DE 18 AÑOS,461
CALLAO,2010,MASCULINO,DE 0 A 5 AÑOS,29
CALLAO,2010,MASCULINO,DE 6 A 12 AÑOS,69
CALLAO,2010,MASCULINO,DE 13 A 18 AÑOS,115
CALLAO,2010,MASCULINO,DE 19 A 25 AÑOS,352
CALLAO,2010,MASCULINO,DE 26 A 60 AÑOS,501
CALLAO,2010,MASCULINO,DE 60 A MÁS AÑOS,99
CALLAO,2010,FEMENINO,DE 0 A 5 AÑOS,24
CALLAO,2010,FEMENINO,DE 6 A 12 AÑOS,66
CALLAO,2010,FEMENINO,DE 13 A 18 AÑOS,94
CALLAO,2010,FEMENINO,DE 19 A 25 AÑOS,162
CALLAO,2010,FEMENINO,DE 26 A 60 AÑOS,320
CALLAO,2010,FEMENINO,DE 60 A MÁS AÑOS,47
CALLAO,2011,MASCULINO,DE 0 A 5 AÑOS,39
CALLAO,2011,MASCULINO,DE 6 A 12 AÑOS,74
CALLAO,2011,MASCULINO,DE 13 A 18 AÑOS,101
CALLAO,2011,MASCULINO,DE 19 A 25 AÑOS,261
CALLAO,2011,MASCULINO,DE 26 A 60 AÑOS,561
CALLAO,2011,MASCULINO,DE 60 A MÁS AÑOS,60
CALLAO,2011,FEMENINO,DE 0 A 5 AÑOS,30
CALLAO,2011,FEMENINO,DE 6 A 12 AÑOS,70
CALLAO,2011,FEMENINO,DE 13 A 18 AÑOS,45
CALLAO,2011,FEMENINO,DE 19 A 25 AÑOS,139
CALLAO,2011,FEMENINO,DE 26 A 60 AÑOS,359
CALLAO,2011,FEMENINO,DE 60 A MÁS AÑOS,57
CALLAO,2012,MASCULINO,DE 0 A 5 AÑOS,45
CALLAO,2012,MASCULINO,DE 6 A 12 AÑOS,76
CALLAO,2012,MASCULINO,DE 13 A 18 AÑOS,83
CALLAO,2012,MASCULINO,DE 19 A 25 AÑOS,432
CALLAO,2012,MASCULINO,DE 26 A 60 AÑOS,538
CALLAO,2012,MASCULINO,DE 60 A MÁS AÑOS,62
CALLAO,2012,FEMENINO,DE 0 A 5 AÑOS,13
CALLAO,2012,FEMENINO,DE 6 A 12 AÑOS,42
CALLAO,2012,FEMENINO,DE 13 A 18 AÑOS,56
CALLAO,2012,FEMENINO,DE 19 A 25 AÑOS,210
CALLAO,2012,FEMENINO,DE 26 A 60 AÑOS,397
CALLAO,2012,FEMENINO,DE 60 A MÁS AÑOS,53
CALLAO,2013,MASCULINO,DE 0 A 5 AÑOS,55
CALLAO,2013,MASCULINO,DE 6 A 12 AÑOS,114
CALLAO,2013,MASCULINO,DE 13 A 18 AÑOS,160
CALLAO,2013,MASCULINO,DE 19 A 25 AÑOS,388
CALLAO,2013,MASCULINO,DE 26 A 60 AÑOS,649
CALLAO,2013,MASCULINO,DE 60 A MÁS AÑOS,78
CALLAO,2013,FEMENINO,DE 0 A 5 AÑOS,27
CALLAO,2013,FEMENINO,DE 6 A 12 AÑOS,62
CALLAO,2013,FEMENINO,DE 13 A 18 AÑOS,116
CALLAO,2013,FEMENINO,DE 19 A 25 AÑOS,276
CALLAO,2013,FEMENINO,DE 26 A 60 AÑOS,464
CALLAO,2013,FEMENINO,DE 60 A MÁS AÑOS,51
CALLAO,2014,MASCULINO,DE 0 A 5 AÑOS,50
CALLAO,2014,MASCULINO,DE 6 A 12 AÑOS,80
CALLAO,2014,MASCULINO,DE 13 A 18 AÑOS,71
CALLAO,2014,MASCULINO,DE 19 A 25 AÑOS,491
CALLAO,2014,MASCULINO,DE 26 A 60 AÑOS,654
CALLAO,2014,MASCULINO,DE 60 A MÁS AÑOS,71
CALLAO,2014,FEMENINO,DE 0 A 5 AÑOS,38
CALLAO,2014,FEMENINO,DE 6 A 12 AÑOS,69
CALLAO,2014,FEMENINO,DE 13 A 18 AÑOS,60
CALLAO,2014,FEMENINO,DE 19 A 25 AÑOS,227
CALLAO,2014,FEMENINO,DE 26 A 60 AÑOS,462
CALLAO,2014,FEMENINO,DE 60 A MÁS AÑOS,95
CALLAO,2015,MASCULINO,DE 0 A 5 AÑOS,48
CALLAO,2015,MASCULINO,DE 6 A 12 AÑOS,59
CALLAO,2015,MASCULINO,DE 13 A 18 AÑOS,69
CALLAO,2015,MASCULINO,DE 19 A 25 AÑOS,366
CALLAO,2015,MASCULINO,DE 26 A 60 AÑOS,629
CALLAO,2015,MASCULINO,DE 60 A MÁS AÑOS,97
CALLAO,2015,FEMENINO,DE 0 A 5 AÑOS,28
CALLAO,2015,FEMENINO,DE 6 A 12 AÑOS,58
CALLAO,2015,FEMENINO,DE 13 A 18 AÑOS,53
CALLAO,2015,FEMENINO,DE 19 A 25 AÑOS,205
CALLAO,2015,FEMENINO,DE 26 A 60 AÑOS,431
CALLAO,2015,FEMENINO,DE 60 A MÁS AÑOS,61
CALLAO,2016,MASCULINO,DE 0 A 5 AÑOS,42
CALLAO,2016,MASCULINO,DE 6 A 12 AÑOS,51
CALLAO,2016,MASCULINO,DE 13 A 18 AÑOS,55
CALLAO,2016,MASCULINO,DE 19 A 25 AÑOS,423
CALLAO,2016,MASCULINO,DE 26 A 60 AÑOS,682
CALLAO,2016,MASCULINO,DE 60 A MÁS AÑOS,57
CALLAO,2016,FEMENINO,DE 0 A 5 AÑOS,26
CALLAO,2016,FEMENINO,DE 6 A 12 AÑOS,70
CALLAO,2016,FEMENINO,DE 13 A 18 AÑOS,59
CALLAO,2016,FEMENINO,DE 19 A 25 AÑOS,173
CALLAO,2016,FEMENINO,DE 26 A 60 AÑOS,468
CALLAO,2016,FEMENINO,DE 60 A MÁS AÑOS,36
CALLAO,2017,MASCULINO,DE 0 A 5 AÑOS,32
CALLAO,2017,MASCULINO,DE 6 A 12 AÑOS,53
CALLAO,2017,MASCULINO,DE 13 A 18 AÑOS,70
CALLAO,2017,MASCULINO,DE 19 A 25 AÑOS,450
CALLAO,2017,MASCULINO,DE 26 A 60 AÑOS,613
CALLAO,2017,MASCULINO,DE 60 A MÁS AÑOS,79
CALLAO,2017,FEMENINO,DE 0 A 5 AÑOS,16
CALLAO,2017,FEMENINO,DE 6 A 12 AÑOS,44
CALLAO,2017,FEMENINO,DE 13 A 18 AÑOS,40
CALLAO,2017,FEMENINO,DE 19 A 25 AÑOS,196
CALLAO,2017,FEMENINO,DE 26 A 60 AÑOS,446
CALLAO,2017,FEMENINO,DE 60 A MÁS AÑOS,64
CALLAO,2018,MASCULINO,DE 0 A 5 AÑOS,15
CALLAO,2018,MASCULINO,DE 6 A 11 AÑOS,29
CALLAO,2018,MASCULINO,DE 12 A 17 AÑOS,44
CALLAO,2018,MASCULINO,DE 18 A 29 AÑOS,413
CALLAO,2018,MASCULINO,DE 30 A 59 AÑOS,481
CALLAO,2018,MASCULINO,DE 60 A MÁS AÑOS,108
CALLAO,2018,FEMENINO,DE 0 A 5 AÑOS,12
CALLAO,2018,FEMENINO,DE 6 A 11 AÑOS,25
CALLAO,2018,FEMENINO,DE 12 A 17 AÑOS,32
CALLAO,2018,FEMENINO,DE 18 A 29 AÑOS,268
CALLAO,2018,FEMENINO,DE 30 A 59 AÑOS,289
CALLAO,2018,FEMENINO,DE 60 A MÁS AÑOS,68
CALLAO,2019,MASCULINO,DE 0 A 5 AÑOS,23
CALLAO,2019,MASCULINO,DE 6 A 11 AÑOS,47
CALLAO,2019,MASCULINO,DE 12 A 17 AÑOS,51
CALLAO,2019,MASCULINO,DE 18 A 29 AÑOS,437
CALLAO,2019,MASCULINO,DE 30 A 59 AÑOS,367
CALLAO,2019,MASCULINO,DE 60 A MÁS AÑOS,74
CALLAO,2019,FEMENINO,DE 0 A 5 AÑOS,9
CALLAO,2019,FEMENINO,DE 6 A 11 AÑOS,44
CALLAO,2019,FEMENINO,DE 12 A 17 AÑOS,57
CALLAO,2019,FEMENINO,DE 18 A 29 AÑOS,209
CALLAO,2019,FEMENINO,DE 30 A 59 AÑOS,262
CALLAO,2019,FEMENINO,DE 60 A MÁS AÑOS,78
CALLAO,2020,MASCULINO,DE 0 A 5 AÑOS,2
CALLAO,2020,MASCULINO,DE 6 A 11 AÑOS,20
CALLAO,2020,MASCULINO,DE 12 A 17 AÑOS,18
CALLAO,2020,MASCULINO,DE 18 A 29 AÑOS,261
CALLAO,2020,MASCULINO,DE 30 A 59 AÑOS,176
CALLAO,2020,MASCULINO,DE 60 A MÁS AÑOS,46
CALLAO,2020,FEMENINO,DE 0 A 5 AÑOS,2
CALLAO,2020,FEMENINO,DE 6 A 11 AÑOS,9
CALLAO,2020,FEMENINO,DE 12 A 17 AÑOS,25
CALLAO,2020,FEMENINO,DE 18 A 29 AÑOS,88
CALLAO,2020,FEMENINO,DE 30 A 59 AÑOS,83
CALLAO,2020,FEMENINO,DE 60 A MÁS AÑOS,13
CALLAO,2021,MASCULINO,DE 0 A 5 AÑOS,6
CALLAO,2021,MASCULINO,DE 6 A 11 AÑOS,13
CALLAO,2021,MASCULINO,DE 12 A 17 AÑOS,54
CALLAO,2021,MASCULINO,DE 18 A 29 AÑOS,408
CALLAO,2021,MASCULINO,DE 30 A 59 AÑOS,379
CALLAO,2021,MASCULINO,DE 60 A MÁS AÑOS,49
CALLAO,2021,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2021,FEMENINO,DE 6 A 11 AÑOS,6
CALLAO,2021,FEMENINO,DE 12 A 17 AÑOS,50
CALLAO,2021,FEMENINO,DE 18 A 29 AÑOS,216
CALLAO,2021,FEMENINO,DE 30 A 59 AÑOS,146
CALLAO,2021,FEMENINO,DE 60 A MÁS AÑOS,21
CALLAO,2022,MASCULINO,DE 0 A 5 AÑOS,10
CALLAO,2022,MASCULINO,DE 6 A 11 AÑOS,16
CALLAO,2022,MASCULINO,DE 12 A 17 AÑOS,62
CALLAO,2022,MASCULINO,DE 18 A 29 AÑOS,406
CALLAO,2022,MASCULINO,DE 30 A 59 AÑOS,379
CALLAO,2022,MASCULINO,DE 60 A MÁS AÑOS,43
CALLAO,2022,FEMENINO,DE 0 A 5 AÑOS,2
CALLAO,2022,FEMENINO,DE 6 A 11 AÑOS,13
CALLAO,2022,FEMENINO,DE 12 A 17 AÑOS,58
CALLAO,2022,FEMENINO,DE 18 A 29 AÑOS,199
CALLAO,2022,FEMENINO,DE 30 A 59 AÑOS,221
CALLAO,2022,FEMENINO,DE 60 A MÁS AÑOS,31
CALLAO,2023,MASCULINO,DE 0 A 5 AÑOS,8
CALLAO,2023,MASCULINO,DE 6 A 11 AÑOS,15
CALLAO,2023,MASCULINO,DE 12 A 17 AÑOS,66
CALLAO,2023,MASCULINO,DE 18 A 29 AÑOS,380
CALLAO,2023,MASCULINO,DE 30 A 59 AÑOS,376
CALLAO,2023,MASCULINO,DE 60 A MÁS AÑOS,68
CALLAO,2023,FEMENINO,DE 0 A 5 AÑOS,3
CALLAO,2023,FEMENINO,DE 6 A 11 AÑOS,10
CALLAO,2023,FEMENINO,DE 12 A 17 AÑOS,71
CALLAO,2023,FEMENINO,DE 18 A 29 AÑOS,221
CALLAO,2023,FEMENINO,DE 30 A 59 AÑOS,139
CALLAO,2023,FEMENINO,DE 60 A MÁS AÑOS,25
CALLAO,2024,MASCULINO,DE 0 A 5 AÑOS,1
CALLAO,2024,MASCULINO,DE 6 A 11 AÑOS,2
CALLAO,2024,MASCULINO,DE 12 A 17 AÑOS,21
CALLAO,2024,MASCULINO,DE 18 A 29 AÑOS,388
CALLAO,2024,MASCULINO,DE 30 A 59 AÑOS,295
CALLAO,2024,MASCULINO,DE 60 A MÁS AÑOS,42
CALLAO,2024,FEMENINO,DE 0 A 5 AÑOS,0
CALLAO,2024,FEMENINO,DE 6 A 11 AÑOS,3
CALLAO,2024,FEMENINO,DE 12 A 17 AÑOS,54
CALLAO,2024,FEMENINO,DE 18 A 29 AÑOS,152
CALLAO,2024,FEMENINO,DE 30 A 59 AÑOS,182
CALLAO,2024,FEMENINO,DE 60 A MÁS AÑOS,24
CUSCO,2008,MASCULINO,MENOR DE 18 AÑOS,333
CUSCO,2008,MASCULINO,MAYOR DE 18 AÑOS,1208
CUSCO,2008,FEMENINO,MENOR DE 18 AÑOS,194
CUSCO,2008,FEMENINO,MAYOR DE 18 AÑOS,584
CUSCO,2009,MASCULINO,MENOR DE 18 AÑOS,321
CUSCO,2009,MASCULINO,MAYOR DE 18 AÑOS,996
CUSCO,2009,FEMENINO,MENOR DE 18 AÑOS,183
CUSCO,2009,FEMENINO,MAYOR DE 18 AÑOS,407
CUSCO,2010,MASCULINO,DE 0 A 5 AÑOS,28
CUSCO,2010,MASCULINO,DE 6 A 12 AÑOS,33
CUSCO,2010,MASCULINO,DE 13 A 18 AÑOS,45
CUSCO,2010,MASCULINO,DE 19 A 25 AÑOS,101
CUSCO,2010,MASCULINO,DE 26 A 60 AÑOS,158
CUSCO,2010,MASCULINO,DE 60 A MÁS AÑOS,36
CUSCO,2010,FEMENINO,DE 0 A 5 AÑOS,9
CUSCO,2010,FEMENINO,DE 6 A 12 AÑOS,26
CUSCO,2010,FEMENINO,DE 13 A 18 AÑOS,29
CUSCO,2010,FEMENINO,DE 19 A 25 AÑOS,49
CUSCO,2010,FEMENINO,DE 26 A 60 AÑOS,98
CUSCO,2010,FEMENINO,DE 60 A MÁS AÑOS,24
CUSCO,2011,MASCULINO,DE 0 A 5 AÑOS,60
CUSCO,2011,MASCULINO,DE 6 A 12 AÑOS,21
CUSCO,2011,MASCULINO,DE 13 A 18 AÑOS,105
CUSCO,2011,MASCULINO,DE 19 A 25 AÑOS,189
CUSCO,2011,MASCULINO,DE 26 A 60 AÑOS,134
CUSCO,2011,MASCULINO,DE 60 A MÁS AÑOS,24
CUSCO,2011,FEMENINO,DE 0 A 5 AÑOS,4
CUSCO,2011,FEMENINO,DE 6 A 12 AÑOS,21
CUSCO,2011,FEMENINO,DE 13 A 18 AÑOS,38
CUSCO,2011,FEMENINO,DE 19 A 25 AÑOS,73
CUSCO,2011,FEMENINO,DE 26 A 60 AÑOS,60
CUSCO,2011,FEMENINO,DE 60 A MÁS AÑOS,12
CUSCO,2012,MASCULINO,DE 0 A 5 AÑOS,17
CUSCO,2012,MASCULINO,DE 6 A 12 AÑOS,50
CUSCO,2012,MASCULINO,DE 13 A 18 AÑOS,158
CUSCO,2012,MASCULINO,DE 19 A 25 AÑOS,291
CUSCO,2012,MASCULINO,DE 26 A 60 AÑOS,209
CUSCO,2012,MASCULINO,DE 60 A MÁS AÑOS,56
CUSCO,2012,FEMENINO,DE 0 A 5 AÑOS,27
CUSCO,2012,FEMENINO,DE 6 A 12 AÑOS,36
CUSCO,2012,FEMENINO,DE 13 A 18 AÑOS,69
CUSCO,2012,FEMENINO,DE 19 A 25 AÑOS,132
CUSCO,2012,FEMENINO,DE 26 A 60 AÑOS,80
CUSCO,2012,FEMENINO,DE 60 A MÁS AÑOS,62
CUSCO,2013,MASCULINO,DE 0 A 5 AÑOS,51
CUSCO,2013,MASCULINO,DE 6 A 12 AÑOS,73
CUSCO,2013,MASCULINO,DE 13 A 18 AÑOS,164
CUSCO,2013,MASCULINO,DE 19 A 25 AÑOS,524
CUSCO,2013,MASCULINO,DE 26 A 60 AÑOS,609
CUSCO,2013,MASCULINO,DE 60 A MÁS AÑOS,72
CUSCO,2013,FEMENINO,DE 0 A 5 AÑOS,29
CUSCO,2013,FEMENINO,DE 6 A 12 AÑOS,45
CUSCO,2013,FEMENINO,DE 13 A 18 AÑOS,124
CUSCO,2013,FEMENINO,DE 19 A 25 AÑOS,283
CUSCO,2013,FEMENINO,DE 26 A 60 AÑOS,272
CUSCO,2013,FEMENINO,DE 60 A MÁS AÑOS,44
CUSCO,2014,MASCULINO,DE 0 A 5 AÑOS,39
CUSCO,2014,MASCULINO,DE 6 A 12 AÑOS,90
CUSCO,2014,MASCULINO,DE 13 A 18 AÑOS,154
CUSCO,2014,MASCULINO,DE 19 A 25 AÑOS,542
CUSCO,2014,MASCULINO,DE 26 A 60 AÑOS,616
CUSCO,2014,MASCULINO,DE 60 A MÁS AÑOS,160
CUSCO,2014,FEMENINO,DE 0 A 5 AÑOS,29
CUSCO,2014,FEMENINO,DE 6 A 12 AÑOS,75
CUSCO,2014,FEMENINO,DE 13 A 18 AÑOS,119
CUSCO,2014,FEMENINO,DE 19 A 25 AÑOS,267
CUSCO,2014,FEMENINO,DE 26 A 60 AÑOS,317
CUSCO,2014,FEMENINO,DE 60 A MÁS AÑOS,68
CUSCO,2015,MASCULINO,DE 0 A 5 AÑOS,49
CUSCO,2015,MASCULINO,DE 6 A 12 AÑOS,115
CUSCO,2015,MASCULINO,DE 13 A 18 AÑOS,281
CUSCO,2015,MASCULINO,DE 19 A 25 AÑOS,667
CUSCO,2015,MASCULINO,DE 26 A 60 AÑOS,896
CUSCO,2015,MASCULINO,DE 60 A MÁS AÑOS,103
CUSCO,2015,FEMENINO,DE 0 A 5 AÑOS,34
CUSCO,2015,FEMENINO,DE 6 A 12 AÑOS,53
CUSCO,2015,FEMENINO,DE 13 A 18 AÑOS,140
CUSCO,2015,FEMENINO,DE 19 A 25 AÑOS,284
CUSCO,2015,FEMENINO,DE 26 A 60 AÑOS,419
CUSCO,2015,FEMENINO,DE 60 A MÁS AÑOS,103
CUSCO,2016,MASCULINO,DE 0 A 5 AÑOS,85
CUSCO,2016,MASCULINO,DE 6 A 12 AÑOS,117
CUSCO,2016,MASCULINO,DE 13 A 18 AÑOS,153
CUSCO,2016,MASCULINO,DE 19 A 25 AÑOS,360
CUSCO,2016,MASCULINO,DE 26 A 60 AÑOS,636
CUSCO,2016,MASCULINO,DE 60 A MÁS AÑOS,99
CUSCO,2016,FEMENINO,DE 0 A 5 AÑOS,16
CUSCO,2016,FEMENINO,DE 6 A 12 AÑOS,42
CUSCO,2016,FEMENINO,DE 13 A 18 AÑOS,72
CUSCO,2016,FEMENINO,DE 19 A 25 AÑOS,149
CUSCO,2016,FEMENINO,DE 26 A 60 AÑOS,272
CUSCO,2016,FEMENINO,DE 60 A MÁS AÑOS,24
CUSCO,2017,MASCULINO,DE 0 A 5 AÑOS,157
CUSCO,2017,MASCULINO,DE 6 A 12 AÑOS,75
CUSCO,2017,MASCULINO,DE 13 A 18 AÑOS,136
CUSCO,2017,MASCULINO,DE 19 A 25 AÑOS,388
CUSCO,2017,MASCULINO,DE 26 A 60 AÑOS,675
CUSCO,2017,MASCULINO,DE 60 A MÁS AÑOS,121
CUSCO,2017,FEMENINO,DE 0 A 5 AÑOS,41
CUSCO,2017,FEMENINO,DE 6 A 12 AÑOS,77
CUSCO,2017,FEMENINO,DE 13 A 18 AÑOS,77
CUSCO,2017,FEMENINO,DE 19 A 25 AÑOS,173
CUSCO,2017,FEMENINO,DE 26 A 60 AÑOS,350
CUSCO,2017,FEMENINO,DE 60 A MÁS AÑOS,92
CUSCO,2018,MASCULINO,DE 0 A 5 AÑOS,74
CUSCO,2018,MASCULINO,DE 6 A 11 AÑOS,109
CUSCO,2018,MASCULINO,DE 12 A 17 AÑOS,151
CUSCO,2018,MASCULINO,DE 18 A 29 AÑOS,824
CUSCO,2018,MASCULINO,DE 30 A 59 AÑOS,875
CUSCO,2018,MASCULINO,DE 60 A MÁS AÑOS,152
CUSCO,2018,FEMENINO,DE 0 A 5 AÑOS,44
CUSCO,2018,FEMENINO,DE 6 A 11 AÑOS,66
CUSCO,2018,FEMENINO,DE 12 A 17 AÑOS,103
CUSCO,2018,FEMENINO,DE 18 A 29 AÑOS,401
CUSCO,2018,FEMENINO,DE 30 A 59 AÑOS,529
CUSCO,2018,FEMENINO,DE 60 A MÁS AÑOS,90
CUSCO,2019,MASCULINO,DE 0 A 5 AÑOS,76
CUSCO,2019,MASCULINO,DE 6 A 11 AÑOS,104
CUSCO,2019,MASCULINO,DE 12 A 17 AÑOS,117
CUSCO,2019,MASCULINO,DE 18 A 29 AÑOS,614
CUSCO,2019,MASCULINO,DE 30 A 59 AÑOS,752
CUSCO,2019,MASCULINO,DE 60 A MÁS AÑOS,128
CUSCO,2019,FEMENINO,DE 0 A 5 AÑOS,57
CUSCO,2019,FEMENINO,DE 6 A 11 AÑOS,72
CUSCO,2019,FEMENINO,DE 12 A 17 AÑOS,108
CUSCO,2019,FEMENINO,DE 18 A 29 AÑOS,428
CUSCO,2019,FEMENINO,DE 30 A 59 AÑOS,486
CUSCO,2019,FEMENINO,DE 60 A MÁS AÑOS,109
CUSCO,2020,MASCULINO,DE 0 A 5 AÑOS,23
CUSCO,2020,MASCULINO,DE 6 A 11 AÑOS,35
CUSCO,2020,MASCULINO,DE 12 A 17 AÑOS,91
CUSCO,2020,MASCULINO,DE 18 A 29 AÑOS,520
CUSCO,2020,MASCULINO,DE 30 A 59 AÑOS,421
CUSCO,2020,MASCULINO,DE 60 A MÁS AÑOS,57
CUSCO,2020,FEMENINO,DE 0 A 5 AÑOS,18
CUSCO,2020,FEMENINO,DE 6 A 11 AÑOS,35
CUSCO,2020,FEMENINO,DE 12 A 17 AÑOS,60
CUSCO,2020,FEMENINO,DE 18 A 29 AÑOS,210
CUSCO,2020,FEMENINO,DE 30 A 59 AÑOS,161
CUSCO,2020,FEMENINO,DE 60 A MÁS AÑOS,42
CUSCO,2021,MASCULINO,DE 0 A 5 AÑOS,48
CUSCO,2021,MASCULINO,DE 6 A 11 AÑOS,70
