departamento,anio,atributo,conductores
PIURA,2010,FEMENINO ENTRE 26 A 60 AÑOS,52
PIURA,2010,FEMENINO ENTRE 60 AÑOS A MÁS,0
PIURA,2010,LICENCIA PROFESIONAL,2064
PIURA,2010,LICENCIA PARTICULAR,285
PIURA,2010,LICENCIA MILITAR,27
PIURA,2010,SIN LICENCIA,365
PIURA,2010,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),3
PIURA,2011,MASCULINO MENOR DE 18 AÑOS,74
PIURA,2011,MASCULINO ENTRE 19 A 25 AÑOS,996
PIURA,2011,MASCULINO ENTRE 26 Y 60 AÑOS,1039
PIURA,2011,MASCULINO ENTRE 60 AÑOS A MÁS,288
PIURA,2011,FEMENINO MENOR DE 18 AÑOS,0
PIURA,2011,FEMENINO ENTRE 19 A 25 AÑOS,95
PIURA,2011,FEMENINO ENTRE 26 A 60 AÑOS,48
PIURA,2011,FEMENINO ENTRE 60 AÑOS A MÁS,1
PIURA,2011,LICENCIA PROFESIONAL,1729
PIURA,2011,LICENCIA PARTICULAR,299
PIURA,2011,LICENCIA MILITAR,15
PIURA,2011,SIN LICENCIA,409
PIURA,2011,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),90
PIURA,2012,MASCULINO MENOR DE 18 AÑOS,433
PIURA,2012,MASCULINO ENTRE 19 A 25 AÑOS,1450
PIURA,2012,MASCULINO ENTRE 26 Y 60 AÑOS,1878
PIURA,2012,MASCULINO ENTRE 60 AÑOS A MÁS,313
PIURA,2012,FEMENINO MENOR DE 18 AÑOS,41
PIURA,2012,FEMENINO ENTRE 19 A 25 AÑOS,112
PIURA,2012,FEMENINO ENTRE 26 A 60 AÑOS,77
PIURA,2012,FEMENINO ENTRE 60 AÑOS A MÁS,162
PIURA,2012,LICENCIA PROFESIONAL,1989
PIURA,2012,LICENCIA PARTICULAR,1099
PIURA,2012,LICENCIA MILITAR,101
PIURA,2012,SIN LICENCIA,956
PIURA,2012,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),321
PIURA,2013,MASCULINO MENOR DE 18 AÑOS,169
PIURA,2013,MASCULINO ENTRE 19 A 25 AÑOS,1855
PIURA,2013,MASCULINO ENTRE 26 Y 60 AÑOS,2406
PIURA,2013,MASCULINO ENTRE 60 AÑOS A MÁS,413
PIURA,2013,FEMENINO MENOR DE 18 AÑOS,13
PIURA,2013,FEMENINO ENTRE 19 A 25 AÑOS,136
PIURA,2013,FEMENINO ENTRE 26 A 60 AÑOS,163
PIURA,2013,FEMENINO ENTRE 60 AÑOS A MÁS,20
PIURA,2013,LICENCIA PROFESIONAL,2227
PIURA,2013,LICENCIA PARTICULAR,1379
PIURA,2013,LICENCIA MILITAR,59
PIURA,2013,SIN LICENCIA,1236
PIURA,2013,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),274
PIURA,2014,MASCULINO MENOR DE 18 AÑOS,119
PIURA,2014,MASCULINO ENTRE 19 A 25 AÑOS,1894
PIURA,2014,MASCULINO ENTRE 26 Y 60 AÑOS,2482
PIURA,2014,MASCULINO ENTRE 60 AÑOS A MÁS,702
PIURA,2014,FEMENINO MENOR DE 18 AÑOS,30
PIURA,2014,FEMENINO ENTRE 19 A 25 AÑOS,185
PIURA,2014,FEMENINO ENTRE 26 A 60 AÑOS,176
PIURA,2014,FEMENINO ENTRE 60 AÑOS A MÁS,9
PIURA,2014,LICENCIA PROFESIONAL,1831
PIURA,2014,LICENCIA PARTICULAR,1340
PIURA,2014,LICENCIA MILITAR,49
PIURA,2014,SIN LICENCIA,1281
PIURA,2014,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),1096
PIURA,2015,MASCULINO MENOR DE 18 AÑOS,105
PIURA,2015,MASCULINO ENTRE 19 A 25 AÑOS,1651
PIURA,2015,MASCULINO ENTRE 26 Y 60 AÑOS,2631
PIURA,2015,MASCULINO ENTRE 60 AÑOS A MÁS,580
PIURA,2015,FEMENINO MENOR DE 18 AÑOS,6
PIURA,2015,FEMENINO ENTRE 19 A 25 AÑOS,163
PIURA,2015,FEMENINO ENTRE 26 A 60 AÑOS,214
PIURA,2015,FEMENINO ENTRE 60 AÑOS A MÁS,8
PIURA,2015,SE DESCONOCE POR FUGA,263
PIURA,2015,LICENCIA PROFESIONAL,1672
PIURA,2015,LICENCIA PARTICULAR,1518
PIURA,2015,LICENCIA MILITAR,59
PIURA,2015,SIN LICENCIA,1075
PIURA,2015,LICENCIA DE VEHÍCULO MENOR,961
PIURA,2015,LICENCIA EXTRANJERA,13
PIURA,2015,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),323
PIURA,2016,MASCULINO MENOR DE 18 AÑOS,106
PIURA,2016,MASCULINO ENTRE 19 A 25 AÑOS,1682
PIURA,2016,MASCULINO ENTRE 26 Y 60 AÑOS,2705
PIURA,2016,MASCULINO ENTRE 60 AÑOS A MÁS,533
PIURA,2016,FEMENINO MENOR DE 18 AÑOS,3
PIURA,2016,FEMENINO ENTRE 19 A 25 AÑOS,138
PIURA,2016,FEMENINO ENTRE 26 A 60 AÑOS,204
PIURA,2016,FEMENINO ENTRE 60 AÑOS A MÁS,6
PIURA,2016,SE DESCONOCE POR FUGA,72
PIURA,2016,LICENCIA PROFESIONAL,1594
PIURA,2016,LICENCIA PARTICULAR,1356
PIURA,2016,LICENCIA MILITAR,78
PIURA,2016,SIN LICENCIA,1021
PIURA,2016,LICENCIA DE VEHÍCULO MENOR,1254
PIURA,2016,LICENCIA EXTRANJERA,16
PIURA,2016,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),130
PIURA,2017,MASCULINO MENOR ENTRE 13 Y 18 AÑOS,25
PIURA,2017,MASCULINO ENTRE 19 A 25 AÑOS,724
PIURA,2017,MASCULINO ENTRE 26 Y 60 AÑOS,1614
PIURA,2017,MASCULINO ENTRE 60 AÑOS A MÁS,183
PIURA,2017,FEMENINO MENOR ENTRE 13 Y 18 AÑOS,0
PIURA,2017,FEMENINO ENTRE 19 A 25 AÑOS,95
PIURA,2017,FEMENINO ENTRE 26 A 60 AÑOS,63
PIURA,2017,FEMENINO ENTRE 60 AÑOS A MÁS,1
PIURA,2017,SE DESCONOCE POR FUGA,315
PIURA,2017,LICENCIA PROFESIONAL,892
PIURA,2017,LICENCIA PARTICULAR,760
PIURA,2017,LICENCIA MILITAR,52
PIURA,2017,SIN LICENCIA,493
PIURA,2017,LICENCIA DE VEHÍCULO MENOR,579
PIURA,2017,LICENCIA EXTRANJERA,30
PIURA,2017,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),214
PIURA,2018,ENTRE 12 Y 17 AÑOS,57
PIURA,2018,ENTRE 18 A 29 AÑOS,1011
PIURA,2018,ENTRE 30 Y 59 AÑOS,1422
PIURA,2018,ENTRE 60 AÑOS A MÁS,92
PIURA,2018,ENTRE 12 Y 17 AÑOS,8
PIURA,2018,ENTRE 18 A 29 AÑOS,68
PIURA,2018,ENTRE 30 Y 59 AÑOS,93
PIURA,2018,ENTRE 60 AÑOS A MÁS,7
PIURA,2018,LICENCIA PROFESIONAL,857
PIURA,2018,LICENCIA PARTICULAR,875
PIURA,2018,LICENCIA MILITAR,27
PIURA,2018,SIN LICENCIA,388
PIURA,2018,LICENCIA DE VEHÍCULO MENOR,674
PIURA,2018,LICENCIA EXTRANJERA,15
PIURA,2019,ENTRE 12 Y 17 AÑOS,36
PIURA,2019,ENTRE 18 A 29 AÑOS,1465
PIURA,2019,ENTRE 30 Y 59 AÑOS,2685
PIURA,2019,ENTRE 60 AÑOS A MÁS,148
PIURA,2019,ENTRE 12 Y 17 AÑOS,4
PIURA,2019,ENTRE 18 A 29 AÑOS,102
PIURA,2019,ENTRE 30 Y 59 AÑOS,195
PIURA,2019,ENTRE 60 AÑOS A MÁS,44
PIURA,2019,LICENCIA PROFESIONAL,993
PIURA,2019,LICENCIA PARTICULAR,2394
PIURA,2019,LICENCIA MILITAR,22
PIURA,2019,SIN LICENCIA,653
PIURA,2019,LICENCIA DE VEHÍCULO MENOR,764
PIURA,2019,LICENCIA EXTRANJERA,12
PIURA,2020,ENTRE 12 Y 17 AÑOS,16
PIURA,2020,ENTRE 18 A 29 AÑOS,1078
PIURA,2020,ENTRE 30 Y 59 AÑOS,1448
PIURA,2020,ENTRE 60 AÑOS A MÁS,163
PIURA,2020,ENTRE 12 Y 17 AÑOS,0
PIURA,2020,ENTRE 18 A 29 AÑOS,56
PIURA,2020,ENTRE 30 Y 59 AÑOS,108
PIURA,2020,ENTRE 60 AÑOS A MÁS,28
PIURA,2020,LICENCIA PROFESIONAL,780
PIURA,2020,LICENCIA PARTICULAR,1048
PIURA,2020,LICENCIA MILITAR,19
PIURA,2020,SIN LICENCIA,518
PIURA,2020,LICENCIA DE VEHÍCULO MENOR,629
PIURA,2020,LICENCIA EXTRANJERA,16
PIURA,2021,ENTRE 12 Y 17 AÑOS,38
PIURA,2021,ENTRE 18 A 29 AÑOS,1476
PIURA,2021,ENTRE 30 Y 59 AÑOS,2057
PIURA,2021,ENTRE 60 AÑOS A MÁS,170
PIURA,2021,ENTRE 12 Y 17 AÑOS,0
PIURA,2021,ENTRE 18 A 29 AÑOS,131
PIURA,2021,ENTRE 30 Y 59 AÑOS,161
PIURA,2021,ENTRE 60 AÑOS A MÁS,16
PIURA,2021,LICENCIA PROFESIONAL,750
PIURA,2021,LICENCIA PARTICULAR,1485
PIURA,2021,LICENCIA MILITAR,13
PIURA,2021,SIN LICENCIA,742
PIURA,2021,LICENCIA DE VEHÍCULO MENOR,1174
PIURA,2021,LICENCIA EXTRANJERA,21
PIURA,2022,ENTRE 12 Y 17 AÑOS,41
PIURA,2022,ENTRE 18 A 29 AÑOS,1675
PIURA,2022,ENTRE 30 Y 59 AÑOS,2309
PIURA,2022,ENTRE 60 AÑOS A MÁS,208
PIURA,2022,ENTRE 12 Y 17 AÑOS,2
PIURA,2022,ENTRE 18 A 29 AÑOS,153
PIURA,2022,ENTRE 30 Y 59 AÑOS,248
PIURA,2022,ENTRE 60 AÑOS A MÁS,9
PIURA,2022,LICENCIA PROFESIONAL,939
PIURA,2022,LICENCIA PARTICULAR,1356
PIURA,2022,LICENCIA MILITAR,0
PIURA,2022,SIN LICENCIA,955
PIURA,2022,LICENCIA DE VEHÍCULO MENOR,1486
PIURA,2022,LICENCIA EXTRANJERA,28
PIURA,2023,ENTRE 12 Y 17 AÑOS,26
PIURA,2023,ENTRE 18 A 29 AÑOS,1455
PIURA,2023,ENTRE 30 Y 59 AÑOS,2009
PIURA,2023,ENTRE 60 AÑOS A MÁS,178
PIURA,2023,ENTRE 12 Y 17 AÑOS,1
PIURA,2023,ENTRE 18 A 29 AÑOS,95
PIURA,2023,ENTRE 30 Y 59 AÑOS,172
PIURA,2023,ENTRE 60 AÑOS A MÁS,8
PIURA,2023,LICENCIA PROFESIONAL,646
PIURA,2023,LICENCIA PARTICULAR,1461
PIURA,2023,LICENCIA MILITAR,6
PIURA,2023,SIN LICENCIA,1015
PIURA,2023,LICENCIA DE VEHÍCULO MENOR,1
PIURA,2023,LICENCIA EXTRANJERA,896
PIURA,2024,ENTRE 12 Y 17 AÑOS,18
PIURA,2024,ENTRE 18 A 29 AÑOS,1501
PIURA,2024,ENTRE 30 Y 59 AÑOS,2146
PIURA,2024,ENTRE 60 AÑOS A MÁS,276
PIURA,2024,ENTRE 12 Y 17 AÑOS,1
PIURA,2024,ENTRE 18 A 29 AÑOS,138
PIURA,2024,ENTRE 30 Y 59 AÑOS,195
PIURA,2024,ENTRE 60 AÑOS A MÁS,4
PIURA,2024,LICENCIA PROFESIONAL,577
PIURA,2024,LICENCIA PARTICULAR,1348
PIURA,2024,LICENCIA MILITAR,11
PIURA,2024,SIN LICENCIA,1377
PIURA,2024,LICENCIA DE VEHÍCULO MENOR,10
PIURA,2024,LICENCIA EXTRANJERA,1045
PUNO,2008,MASCULINO MENOR DE 18 AÑOS,39
PUNO,2008,MASCULINO MAYOR DE 18 AÑOS,741
PUNO,2008,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2008,FEMENINO MAYOR DE 18 AÑOS,66
PUNO,2008,LICENCIA PROFESIONAL,618
PUNO,2008,LICENCIA PARTICULAR,86
PUNO,2008,LICENCIA MILITAR,5
PUNO,2008,SIN LICENCIA,105
PUNO,2008,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),32
PUNO,2009,MASCULINO MENOR DE 18 AÑOS,37
PUNO,2009,MASCULINO MAYOR DE 18 AÑOS,794
PUNO,2009,FEMENINO MENOR DE 18 AÑOS,4
PUNO,2009,FEMENINO MAYOR DE 18 AÑOS,41
PUNO,2009,LICENCIA PROFESIONAL,631
PUNO,2009,LICENCIA PARTICULAR,120
PUNO,2009,LICENCIA MILITAR,9
PUNO,2009,SIN LICENCIA,94
PUNO,2009,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),21
PUNO,2010,MASCULINO MENOR DE 18 AÑOS,44
PUNO,2010,MASCULINO ENTRE 19 A 25 AÑOS,457
PUNO,2010,MASCULINO ENTRE 26 Y 60 AÑOS,590
PUNO,2010,MASCULINO ENTRE 60 AÑOS A MÁS,6
PUNO,2010,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2010,FEMENINO ENTRE 19 A 25 AÑOS,12
PUNO,2010,FEMENINO ENTRE 26 A 60 AÑOS,0
PUNO,2010,FEMENINO ENTRE 60 AÑOS A MÁS,0
PUNO,2010,LICENCIA PROFESIONAL,826
PUNO,2010,LICENCIA PARTICULAR,88
PUNO,2010,LICENCIA MILITAR,8
PUNO,2010,SIN LICENCIA,130
PUNO,2010,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),57
PUNO,2011,MASCULINO MENOR DE 18 AÑOS,70
PUNO,2011,MASCULINO ENTRE 19 A 25 AÑOS,494
PUNO,2011,MASCULINO ENTRE 26 Y 60 AÑOS,791
PUNO,2011,MASCULINO ENTRE 60 AÑOS A MÁS,53
PUNO,2011,FEMENINO MENOR DE 18 AÑOS,25
PUNO,2011,FEMENINO ENTRE 19 A 25 AÑOS,12
PUNO,2011,FEMENINO ENTRE 26 A 60 AÑOS,3
PUNO,2011,FEMENINO ENTRE 60 AÑOS A MÁS,0
PUNO,2011,LICENCIA PROFESIONAL,966
PUNO,2011,LICENCIA PARTICULAR,182
PUNO,2011,LICENCIA MILITAR,4
PUNO,2011,SIN LICENCIA,144
PUNO,2011,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),152
PUNO,2012,MASCULINO MENOR DE 18 AÑOS,26
PUNO,2012,MASCULINO ENTRE 19 A 25 AÑOS,127
PUNO,2012,MASCULINO ENTRE 26 Y 60 AÑOS,803
PUNO,2012,MASCULINO ENTRE 60 AÑOS A MÁS,67
PUNO,2012,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2012,FEMENINO ENTRE 19 A 25 AÑOS,12
PUNO,2012,FEMENINO ENTRE 26 A 60 AÑOS,3
PUNO,2012,FEMENINO ENTRE 60 AÑOS A MÁS,0
PUNO,2012,LICENCIA PROFESIONAL,639
PUNO,2012,LICENCIA PARTICULAR,160
PUNO,2012,LICENCIA MILITAR,3
PUNO,2012,SIN LICENCIA,150
PUNO,2012,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),86
PUNO,2013,MASCULINO MENOR DE 18 AÑOS,25
PUNO,2013,MASCULINO ENTRE 19 A 25 AÑOS,197
PUNO,2013,MASCULINO ENTRE 26 Y 60 AÑOS,894
PUNO,2013,MASCULINO ENTRE 60 AÑOS A MÁS,98
PUNO,2013,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2013,FEMENINO ENTRE 19 A 25 AÑOS,37
PUNO,2013,FEMENINO ENTRE 26 A 60 AÑOS,25
PUNO,2013,FEMENINO ENTRE 60 AÑOS A MÁS,5
PUNO,2013,LICENCIA PROFESIONAL,854
PUNO,2013,LICENCIA PARTICULAR,128
PUNO,2013,LICENCIA MILITAR,3
PUNO,2013,SIN LICENCIA,210
PUNO,2013,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),86
PUNO,2014,MASCULINO MENOR DE 18 AÑOS,60
PUNO,2014,MASCULINO ENTRE 19 A 25 AÑOS,265
PUNO,2014,MASCULINO ENTRE 26 Y 60 AÑOS,667
PUNO,2014,MASCULINO ENTRE 60 AÑOS A MÁS,70
PUNO,2014,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2014,FEMENINO ENTRE 19 A 25 AÑOS,6
PUNO,2014,FEMENINO ENTRE 26 A 60 AÑOS,12
PUNO,2014,FEMENINO ENTRE 60 AÑOS A MÁS,5
PUNO,2014,LICENCIA PROFESIONAL,684
PUNO,2014,LICENCIA PARTICULAR,157
PUNO,2014,LICENCIA MILITAR,9
PUNO,2014,SIN LICENCIA,161
PUNO,2014,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),74
PUNO,2015,MASCULINO MENOR DE 18 AÑOS,19
PUNO,2015,MASCULINO ENTRE 19 A 25 AÑOS,288
PUNO,2015,MASCULINO ENTRE 26 Y 60 AÑOS,761
PUNO,2015,MASCULINO ENTRE 60 AÑOS A MÁS,63
PUNO,2015,FEMENINO MENOR DE 18 AÑOS,0
PUNO,2015,FEMENINO ENTRE 19 A 25 AÑOS,2
PUNO,2015,FEMENINO ENTRE 26 A 60 AÑOS,15
PUNO,2015,FEMENINO ENTRE 60 AÑOS A MÁS,7
PUNO,2015,SE DESCONOCE POR FUGA,52
PUNO,2015,LICENCIA PROFESIONAL,694
PUNO,2015,LICENCIA PARTICULAR,206
PUNO,2015,LICENCIA MILITAR,0
PUNO,2015,SIN LICENCIA,245
PUNO,2015,LICENCIA DE VEHÍCULO MENOR,10
PUNO,2015,LICENCIA EXTRANJERA,2
PUNO,2015,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),50
PUNO,2016,MASCULINO MENOR DE 18 AÑOS,12
PUNO,2016,MASCULINO ENTRE 19 A 25 AÑOS,261
PUNO,2016,MASCULINO ENTRE 26 Y 60 AÑOS,663
PUNO,2016,MASCULINO ENTRE 60 AÑOS A MÁS,51
PUNO,2016,FEMENINO MENOR DE 18 AÑOS,1
PUNO,2016,FEMENINO ENTRE 19 A 25 AÑOS,0
PUNO,2016,FEMENINO ENTRE 26 A 60 AÑOS,15
PUNO,2016,FEMENINO ENTRE 60 AÑOS A MÁS,5
PUNO,2016,SE DESCONOCE POR FUGA,44
PUNO,2016,LICENCIA PROFESIONAL,635
PUNO,2016,LICENCIA PARTICULAR,188
PUNO,2016,LICENCIA MILITAR,0
PUNO,2016,SIN LICENCIA,180
PUNO,2016,LICENCIA DE VEHÍCULO MENOR,3
PUNO,2016,LICENCIA EXTRANJERA,0
PUNO,2016,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),46
PUNO,2017,MASCULINO MENOR ENTRE 13 Y 18 AÑOS,13
PUNO,2017,MASCULINO ENTRE 19 A 25 AÑOS,156
PUNO,2017,MASCULINO ENTRE 26 Y 60 AÑOS,887
PUNO,2017,MASCULINO ENTRE 60 AÑOS A MÁS,45
PUNO,2017,FEMENINO MENOR ENTRE 13 Y 18 AÑOS,2
PUNO,2017,FEMENINO ENTRE 19 A 25 AÑOS,13
PUNO,2017,FEMENINO ENTRE 26 A 60 AÑOS,20
PUNO,2017,FEMENINO ENTRE 60 AÑOS A MÁS,0
PUNO,2017,SE DESCONOCE POR FUGA,209
PUNO,2017,LICENCIA PROFESIONAL,682
PUNO,2017,LICENCIA PARTICULAR,208
PUNO,2017,LICENCIA MILITAR,0
PUNO,2017,SIN LICENCIA,307
PUNO,2017,LICENCIA DE VEHÍCULO MENOR,7
PUNO,2017,LICENCIA EXTRANJERA,3
PUNO,2017,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),138
PUNO,2018,ENTRE 12 Y 17 AÑOS,30
PUNO,2018,ENTRE 18 A 29 AÑOS,453
PUNO,2018,ENTRE 30 Y 59 AÑOS,618
PUNO,2018,ENTRE 60 AÑOS A MÁS,41
PUNO,2018,ENTRE 12 Y 17 AÑOS,1
PUNO,2018,ENTRE 18 A 29 AÑOS,6
PUNO,2018,ENTRE 30 Y 59 AÑOS,4
PUNO,2018,ENTRE 60 AÑOS A MÁS,0
PUNO,2018,LICENCIA PROFESIONAL,722
PUNO,2018,LICENCIA PARTICULAR,215
PUNO,2018,LICENCIA MILITAR,3
PUNO,2018,SIN LICENCIA,194
PUNO,2018,LICENCIA DE VEHÍCULO MENOR,28
PUNO,2018,LICENCIA EXTRANJERA,2
PUNO,2019,ENTRE 12 Y 17 AÑOS,23
PUNO,2019,ENTRE 18 A 29 AÑOS,409
PUNO,2019,ENTRE 30 Y 59 AÑOS,755
PUNO,2019,ENTRE 60 AÑOS A MÁS,55
PUNO,2019,ENTRE 12 Y 17 AÑOS,2
PUNO,2019,ENTRE 18 A 29 AÑOS,11
PUNO,2019,ENTRE 30 Y 59 AÑOS,12
PUNO,2019,ENTRE 60 AÑOS A MÁS,2
PUNO,2019,LICENCIA PROFESIONAL,796
PUNO,2019,LICENCIA PARTICULAR,220
PUNO,2019,LICENCIA MILITAR,8
PUNO,2019,SIN LICENCIA,193
PUNO,2019,LICENCIA DE VEHÍCULO MENOR,48
PUNO,2019,LICENCIA EXTRANJERA,8
PUNO,2020,ENTRE 12 Y 17 AÑOS,4
PUNO,2020,ENTRE 18 A 29 AÑOS,180
PUNO,2020,ENTRE 30 Y 59 AÑOS,414
PUNO,2020,ENTRE 60 AÑOS A MÁS,36
PUNO,2020,ENTRE 12 Y 17 AÑOS,4
PUNO,2020,ENTRE 18 A 29 AÑOS,6
PUNO,2020,ENTRE 30 Y 59 AÑOS,7
PUNO,2020,ENTRE 60 AÑOS A MÁS,0
PUNO,2020,LICENCIA PROFESIONAL,208
PUNO,2020,LICENCIA PARTICULAR,310
PUNO,2020,LICENCIA MILITAR,13
PUNO,2020,SIN LICENCIA,116
PUNO,2020,LICENCIA DE VEHÍCULO MENOR,10
PUNO,2020,LICENCIA EXTRANJERA,0
PUNO,2021,ENTRE 12 Y 17 AÑOS,16
PUNO,2021,ENTRE 18 A 29 AÑOS,332
PUNO,2021,ENTRE 30 Y 59 AÑOS,978
PUNO,2021,ENTRE 60 AÑOS A MÁS,66
PUNO,2021,ENTRE 12 Y 17 AÑOS,5
PUNO,2021,ENTRE 18 A 29 AÑOS,18
PUNO,2021,ENTRE 30 Y 59 AÑOS,23
PUNO,2021,ENTRE 60 AÑOS A MÁS,0
PUNO,2021,LICENCIA PROFESIONAL,575
PUNO,2021,LICENCIA PARTICULAR,529
PUNO,2021,LICENCIA MILITAR,11
PUNO,2021,SIN LICENCIA,243
PUNO,2021,LICENCIA DE VEHÍCULO MENOR,79
PUNO,2021,LICENCIA EXTRANJERA,9
PUNO,2022,ENTRE 12 Y 17 AÑOS,14
PUNO,2022,ENTRE 18 A 29 AÑOS,462
PUNO,2022,ENTRE 30 Y 59 AÑOS,975
PUNO,2022,ENTRE 60 AÑOS A MÁS,133
PUNO,2022,ENTRE 12 Y 17 AÑOS,3
PUNO,2022,ENTRE 18 A 29 AÑOS,44
PUNO,2022,ENTRE 30 Y 59 AÑOS,36
PUNO,2022,ENTRE 60 AÑOS A MÁS,2
PUNO,2022,LICENCIA PROFESIONAL,698
PUNO,2022,LICENCIA PARTICULAR,556
PUNO,2022,LICENCIA MILITAR,48
PUNO,2022,SIN LICENCIA,255
PUNO,2022,LICENCIA DE VEHÍCULO MENOR,108
PUNO,2022,LICENCIA EXTRANJERA,12
PUNO,2023,ENTRE 12 Y 17 AÑOS,14
PUNO,2023,ENTRE 18 A 29 AÑOS,395
PUNO,2023,ENTRE 30 Y 59 AÑOS,878
PUNO,2023,ENTRE 60 AÑOS A MÁS,87
PUNO,2023,ENTRE 12 Y 17 AÑOS,2
PUNO,2023,ENTRE 18 A 29 AÑOS,24
PUNO,2023,ENTRE 30 Y 59 AÑOS,21
PUNO,2023,ENTRE 60 AÑOS A MÁS,2
PUNO,2023,LICENCIA PROFESIONAL,596
PUNO,2023,LICENCIA PARTICULAR,409
PUNO,2023,LICENCIA MILITAR,4
PUNO,2023,SIN LICENCIA,94
PUNO,2023,LICENCIA DE VEHÍCULO MENOR,19
PUNO,2023,LICENCIA EXTRANJERA,319
PUNO,2024,ENTRE 12 Y 17 AÑOS,7
PUNO,2024,ENTRE 18 A 29 AÑOS,456
PUNO,2024,ENTRE 30 Y 59 AÑOS,992
PUNO,2024,ENTRE 60 AÑOS A MÁS,76
PUNO,2024,ENTRE 12 Y 17 AÑOS,3
PUNO,2024,ENTRE 18 A 29 AÑOS,12
PUNO,2024,ENTRE 30 Y 59 AÑOS,23
PUNO,2024,ENTRE 60 AÑOS A MÁS,1
PUNO,2024,LICENCIA PROFESIONAL,595
PUNO,2024,LICENCIA PARTICULAR,693
PUNO,2024,LICENCIA MILITAR,1
PUNO,2024,SIN LICENCIA,93
PUNO,2024,LICENCIA DE VEHÍCULO MENOR,7
PUNO,2024,LICENCIA EXTRANJERA,232
SAN MARTIN,2008,MASCULINO MENOR DE 18 AÑOS,53
SAN MARTIN,2008,MASCULINO MAYOR DE 18 AÑOS,403
SAN MARTIN,2008,FEMENINO MENOR DE 18 AÑOS,7
SAN MARTIN,2008,FEMENINO MAYOR DE 18 AÑOS,81
SAN MARTIN,2008,LICENCIA PROFESIONAL,246
SAN MARTIN,2008,LICENCIA PARTICULAR,129
SAN MARTIN,2008,LICENCIA MILITAR,3
SAN MARTIN,2008,SIN LICENCIA,130
SAN MARTIN,2008,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),36
SAN MARTIN,2009,MASCULINO MENOR DE 18 AÑOS,56
SAN MARTIN,2009,MASCULINO MAYOR DE 18 AÑOS,491
SAN MARTIN,2009,FEMENINO MENOR DE 18 AÑOS,14
SAN MARTIN,2009,FEMENINO MAYOR DE 18 AÑOS,106
SAN MARTIN,2009,LICENCIA PROFESIONAL,251
SAN MARTIN,2009,LICENCIA PARTICULAR,258
SAN MARTIN,2009,LICENCIA MILITAR,14
SAN MARTIN,2009,SIN LICENCIA,135
SAN MARTIN,2009,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),9
SAN MARTIN,2010,MASCULINO MENOR DE 18 AÑOS,51
SAN MARTIN,2010,MASCULINO ENTRE 19 A 25 AÑOS,366
SAN MARTIN,2010,MASCULINO ENTRE 26 Y 60 AÑOS,582
SAN MARTIN,2010,MASCULINO ENTRE 60 AÑOS A MÁS,53
SAN MARTIN,2010,FEMENINO MENOR DE 18 AÑOS,4
SAN MARTIN,2010,FEMENINO ENTRE 19 A 25 AÑOS,76
SAN MARTIN,2010,FEMENINO ENTRE 26 A 60 AÑOS,33
SAN MARTIN,2010,FEMENINO ENTRE 60 AÑOS A MÁS,2
SAN MARTIN,2010,LICENCIA PROFESIONAL,416
SAN MARTIN,2010,LICENCIA PARTICULAR,453
SAN MARTIN,2010,LICENCIA MILITAR,2
SAN MARTIN,2010,SIN LICENCIA,239
SAN MARTIN,2010,OTROS (NO TIENE LICENCIA O NO CORRESPONDE AL TIPO DE VEHÍCULO),57
SAN MARTIN,2011,MASCULINO MENOR DE 18 AÑOS,57
